cluster_id,protein_id
CPX-32,YOR159C
CPX-32,YDR473C
CPX-32,YGR091W
CPX-32,YGR074W
CPX-32,YFL017W-A
CPX-32,YPR182W
CPX-32,YJR022W
CPX-32,YER146W
CPX-32,YER029C
CPX-32,YDR378C
CPX-32,YEL026W
CPX-36,YAR014C
CPX-36,YGR238C
CPX-36,YHR158C
CPX-43,YLR147C
CPX-43,YOR159C
CPX-43,YLR275W
CPX-43,YGR074W
CPX-43,YFL017W-A
CPX-43,YPR182W
CPX-43,YER029C
CPX-44,YBL026W
CPX-44,YNL147W
CPX-44,YER112W
CPX-44,YLR438C-A
CPX-44,YJR022W
CPX-44,YER146W
CPX-44,YDR378C
CPX-45,YBL026W
CPX-45,YJL124C
CPX-45,YNL147W
CPX-45,YER112W
CPX-45,YLR438C-A
CPX-45,YER146W
CPX-45,YDR378C
CPX-46,YBL026W
CPX-46,YNL147W
CPX-46,YER112W
CPX-46,YLR438C-A
CPX-46,YER146W
CPX-46,YDR378C
CPX-112,YBL026W
CPX-112,YJL124C
CPX-112,YER112W
CPX-112,YNL147W
CPX-112,YLR438C-A
CPX-112,YCR077C
CPX-112,YER146W
CPX-112,YDR378C
CPX-124,YBL008W
CPX-124,YBR215W
CPX-124,YJR140C
CPX-124,YOR038C
CPX-140,YNL100W
CPX-140,YCL057C-A
CPX-140,YBR262C
CPX-140,YKR016W
CPX-140,YFR011C
CPX-140,YGR235C
CPX-154,YGR188C
CPX-154,YOR026W
CPX-161,YDR470C
CPX-161,YBR179C
CPX-161,YOR211C
CPX-162,YDL193W
CPX-162,YBR002C
CPX-166,YMR101C
CPX-166,YDL193W
CPX-231,YGL115W
CPX-231,YDR477W
CPX-231,YER027C
CPX-232,YGL115W
CPX-232,YDR477W
CPX-232,YDR422C
CPX-242,YDR021W
CPX-242,YLR336C
CPX-297,YBL023C
CPX-297,YOL146W
CPX-297,YJL072C
CPX-297,YPR019W
CPX-297,YGL201C
CPX-297,YLR103C
CPX-297,YDR489W
CPX-297,YDR013W
CPX-297,YEL032W
CPX-297,YBR202W
CPX-297,YLR274W
CPX-301,YGL227W
CPX-301,YMR135C
CPX-301,YBR105C
CPX-301,YIL017C
CPX-301,YIL097W
CPX-301,YCL039W
CPX-301,YDR255C
CPX-302,YHR162W
CPX-302,YGL080W
CPX-303,YGL080W
CPX-303,YGR243W
CPX-307,YCL045C
CPX-307,YIL027C
CPX-307,YKL207W
CPX-307,YLL014W
CPX-307,YJR088C
CPX-307,YGL231C
CPX-325,YBR281C
CPX-325,YNL191W
CPX-335,YGR108W
CPX-335,YBR160W
CPX-336,YDL155W
CPX-336,YBR160W
CPX-337,YBR160W
CPX-337,YLR210W
CPX-339,YBR160W
CPX-339,YGR109C
CPX-342,YBR160W
CPX-342,YBR135W
CPX-342,YPL256C
CPX-361,YFR021W
CPX-361,YNL242W
CPX-384,YPL215W
CPX-384,YBR120C
CPX-385,YGL091C
CPX-385,YIL003W
CPX-386,YPR048W
CPX-386,YKR071C
CPX-393,YOR054C
CPX-393,YKL088W
CPX-393,YKR072C
CPX-396,YDR196C
CPX-396,YIL083C
CPX-396,YKL088W
CPX-396,YGR277C
CPX-397,YDR022C
CPX-397,YPL166W
CPX-397,YLR423C
CPX-416,YBL080C
CPX-416,YGR102C
CPX-416,YMR293C
CPX-417,YDR221W
CPX-417,YBR229C
CPX-418,YNR046W
CPX-418,YDR140W
CPX-422,YOR144C
CPX-422,YNL290W
CPX-422,YJR068W
CPX-422,YOL094C
CPX-422,YBR087W
CPX-425,YKL081W
CPX-425,YAL003W
CPX-425,YBR118W
CPX-426,YBL007C
CPX-426,YNL084C
CPX-426,YIR006C
CPX-427,YER025W
CPX-427,YJR007W
CPX-427,YPL237W
CPX-429,YLR291C
CPX-429,YOR260W
CPX-429,YKR026C
CPX-429,YDR211W
CPX-429,YGR083C
CPX-430,YOL139C
CPX-430,YJL138C
CPX-430,YGR162W
CPX-431,YOL139C
CPX-431,YJL138C
CPX-431,YGL049C
CPX-435,YDR172W
CPX-435,YBR143C
CPX-465,YNL001W
CPX-465,YKR084C
CPX-473,YPR133W-A
CPX-473,YMR203W
CPX-473,YOR045W
CPX-473,YNL131W
CPX-473,YNL070W
CPX-474,YPR133W-A
CPX-474,YMR203W
CPX-474,YOR045W
CPX-474,YNL131W
CPX-474,YNL070W
CPX-474,YNL121C
CPX-474,YGR082W
CPX-532,YLR170C
CPX-532,YPL259C
CPX-532,YKL135C
CPX-532,YPR029C
CPX-533,YLR170C
CPX-533,YHL019C
CPX-533,YKL135C
CPX-533,YPR029C
CPX-534,YBL037W
CPX-534,YJR058C
CPX-534,YJR005W
CPX-534,YOL062C
CPX-535,YBR288C
CPX-535,YPL195W
CPX-535,YGR261C
CPX-535,YJL024C
CPX-536,YJL164C
CPX-536,YIL033C
CPX-537,YIL033C
CPX-537,YPL203W
CPX-545,YNL290W
CPX-545,YJR068W
CPX-545,YOR217W
CPX-545,YOL094C
CPX-545,YBR087W
CPX-548,YMR117C
CPX-548,YOL069W
CPX-548,YIL144W
CPX-548,YER018C
CPX-554,YGR240C
CPX-554,YMR205C
CPX-558,YNL037C
CPX-558,YOR136W
CPX-565,YKL141W
CPX-565,YDR178W
CPX-565,YLL041C
CPX-565,YKL148C
CPX-567,YHR001W-A
CPX-567,YDR529C
CPX-567,YFR033C
CPX-567,YOR065W
CPX-567,YJL166W
CPX-567,YGR183C
CPX-567,YPR191W
CPX-567,YEL024W
CPX-567,YBL045C
CPX-568,YML102W
CPX-568,YBR195C
CPX-568,YPR018W
CPX-571,YKL166C
CPX-571,YIL033C
CPX-572,YJL164C
CPX-572,YIL033C
CPX-572,YPL203W
CPX-573,YJL164C
CPX-573,YKL166C
CPX-573,YIL033C
CPX-574,YKL166C
CPX-574,YIL033C
CPX-574,YPL203W
CPX-575,YPL049C
CPX-575,YHR084W
CPX-575,YDR480W
CPX-576,YPL049C
CPX-576,YHR084W
CPX-576,YBR083W
CPX-579,YOR303W
CPX-579,YJR109C
CPX-581,YOR061W
CPX-581,YOR039W
CPX-581,YIL035C
CPX-581,YGL019W
CPX-582,YMR261C
CPX-582,YBR126C
CPX-582,YDR074W
CPX-583,YML100W
CPX-583,YBR126C
CPX-583,YDR074W
CPX-588,YLR433C
CPX-588,YKL190W
CPX-590,YKL190W
CPX-590,YML057W
CPX-599,YOL021C
CPX-599,YGR158C
CPX-599,YGR095C
CPX-599,YNL232W
CPX-599,YDL111C
CPX-599,YCR035C
CPX-599,YDR280W
CPX-599,YHR069C
CPX-599,YGR195W
CPX-599,YOR001W
CPX-599,YOL142W
CPX-603,YOL021C
CPX-603,YGR158C
CPX-603,YGR095C
CPX-603,YNL232W
CPX-603,YDL111C
CPX-603,YCR035C
CPX-603,YDR280W
CPX-603,YHR069C
CPX-603,YGR195W
CPX-603,YOL142W
CPX-607,YNR035C
CPX-607,YKL013C
CPX-607,YDL029W
CPX-607,YLR370C
CPX-607,YBR234C
CPX-607,YIL062C
CPX-607,YJR065C
CPX-609,YML105C
CPX-609,YPL243W
CPX-609,YDL092W
CPX-609,YPL210C
CPX-609,YKL122C
CPX-609,YPR088C
CPX-636,YMR044W
CPX-636,YLR095C
CPX-636,YBR245C
CPX-637,YFR013W
CPX-637,YBR245C
CPX-656,YBR081C
CPX-656,YGR252W
CPX-656,YDR392W
CPX-656,YHR099W
CPX-656,YPL047W
CPX-656,YDR145W
CPX-656,YDR176W
CPX-656,YCL010C
CPX-656,YLR055C
CPX-656,YBR198C
CPX-656,YGL066W
CPX-656,YGL112C
CPX-656,YBR111W-A
CPX-656,YMR223W
CPX-656,YMR236W
CPX-656,YPL254W
CPX-656,YOL148C
CPX-656,YDR167W
CPX-656,YDR448W
CPX-656,YER164W
CPX-684,YCR039C
CPX-684,YCR097W
CPX-692,YMR043W
CPX-692,YCR039C
CPX-693,YMR043W
CPX-693,YCL066W
CPX-695,YJL005W
CPX-695,YNL138W
CPX-728,YJL065C
CPX-728,YDR121W
CPX-728,YOR304W
CPX-728,YGL133W
CPX-729,YLR197W
CPX-729,YDL014W
CPX-729,YOR310C
CPX-729,YEL026W
CPX-734,YOR304W
CPX-734,YGL133W
CPX-737,YHR072W-A
CPX-737,YLR175W
CPX-737,YHR089C
CPX-737,YDL208W
CPX-756,YGL240W
CPX-756,YDR260C
CPX-756,YBL084C
CPX-756,YNL172W
CPX-756,YDL008W
CPX-756,YLR127C
CPX-756,YFR036W
CPX-756,YLR102C
CPX-756,YIR025W
CPX-756,YDR118W
CPX-756,YKL022C
CPX-756,YHR166C
CPX-756,YOR249C
CPX-760,YGL240W
CPX-760,YDR260C
CPX-760,YBL084C
CPX-760,YNL172W
CPX-760,YDL008W
CPX-760,YGL116W
CPX-760,YFR036W
CPX-760,YLR102C
CPX-760,YLR127C
CPX-760,YIR025W
CPX-760,YDR118W
CPX-760,YKL022C
CPX-760,YHR166C
CPX-760,YOR249C
CPX-761,YGL240W
CPX-761,YDR260C
CPX-761,YBL084C
CPX-761,YGL003C
CPX-761,YNL172W
CPX-761,YDL008W
CPX-761,YLR127C
CPX-761,YFR036W
CPX-761,YLR102C
CPX-761,YIR025W
CPX-761,YDR118W
CPX-761,YKL022C
CPX-761,YHR166C
CPX-761,YOR249C
CPX-762,YGL240W
CPX-762,YDR260C
CPX-762,YBL084C
CPX-762,YNL172W
CPX-762,YDL008W
CPX-762,YLR127C
CPX-762,YFR036W
CPX-762,YLR102C
CPX-762,YIR025W
CPX-762,YDR118W
CPX-762,YKL022C
CPX-762,YHR166C
CPX-762,YOR249C
CPX-762,YGR225W
CPX-768,YHR118C
CPX-768,YNL261W
CPX-768,YML065W
CPX-768,YBR060C
CPX-768,YLL004W
CPX-768,YPR162C
CPX-769,YOR039W
CPX-769,YIL035C
CPX-769,YGL019W
CPX-770,YOR061W
CPX-770,YOR039W
CPX-770,YGL019W
CPX-771,YCL031C
CPX-771,YIL035C
CPX-771,YOR039W
CPX-771,YGR090W
CPX-771,YGL019W
CPX-772,YCL031C
CPX-772,YIL035C
CPX-772,YOR039W
CPX-772,YGR090W
CPX-772,YOR061W
CPX-772,YGL019W
CPX-773,YCL031C
CPX-773,YOR039W
CPX-773,YGR090W
CPX-773,YOR061W
CPX-773,YGL019W
CPX-774,YCL031C
CPX-774,YIL035C
CPX-774,YOR039W
CPX-774,YGR090W
CPX-774,YOR061W
CPX-774,YLR223C
CPX-774,YGL019W
CPX-775,YCL031C
CPX-775,YIL035C
CPX-775,YOR039W
CPX-775,YGR090W
CPX-775,YLR223C
CPX-775,YGL019W
CPX-776,YCL031C
CPX-776,YOR039W
CPX-776,YGR090W
CPX-776,YOR061W
CPX-776,YLR223C
CPX-776,YGL019W
CPX-777,YDR181C
CPX-777,YOR213C
CPX-777,YMR127C
CPX-778,YNR046W
CPX-778,YOL124C
CPX-779,YGR200C
CPX-779,YPL101W
CPX-779,YPL086C
CPX-779,YMR312W
CPX-779,YHR187W
CPX-779,YLR384C
CPX-780,YKL154W
CPX-780,YDR292C
CPX-781,YEL053C
CPX-781,YPR051W
CPX-781,YCR020C-A
CPX-782,YPR131C
CPX-782,YOL076W
CPX-783,YOR253W
CPX-783,YDL040C
CPX-783,YHR013C
CPX-813,YOL110W
CPX-813,YLR246W
CPX-828,YOL067C
CPX-828,YBL103C
CPX-863,YOR141C
CPX-863,YPL129W
CPX-863,YNL215W
CPX-863,YLR052W
CPX-863,YFL013C
CPX-863,YEL044W
CPX-863,YNL059C
CPX-863,YOR189W
CPX-863,YGL150C
CPX-863,YER092W
CPX-863,YDL002C
CPX-863,YDR190C
CPX-863,YPL235W
CPX-863,YFL039C
CPX-863,YJL081C
CPX-867,YDL017W
CPX-867,YDR052C
CPX-868,YER145C
CPX-868,YMR058W
CPX-869,YBR207W
CPX-869,YFL041W
CPX-940,YLR119W
CPX-940,YGR206W
CPX-940,YCL008C
CPX-940,YPL065W
CPX-946,YER111C
CPX-946,YLR182W
CPX-950,YDL056W
CPX-950,YLR182W
CPX-956,YER083C
CPX-956,YDL100C
CPX-956,YGL020C
CPX-961,YJL030W
CPX-961,YGL086W
CPX-962,YJL030W
CPX-962,YGL116W
CPX-963,YJL013C
CPX-963,YJL030W
CPX-963,YGL116W
CPX-963,YOR026W
CPX-964,YMR055C
CPX-964,YJR053W
CPX-977,YAL041W
CPX-977,YJL157C
CPX-977,YOR212W
CPX-977,YJR086W
CPX-995,YJL184W
CPX-995,YML036W
CPX-995,YGR262C
CPX-995,YKR038C
CPX-995,YKR095W-A
CPX-999,YNL103W
CPX-999,YPL038W
CPX-999,YIR017C
CPX-1015,YDR253C
CPX-1015,YNL103W
CPX-1015,YIR017C
CPX-1016,YNL103W
CPX-1016,YJR060W
CPX-1016,YIR017C
CPX-1018,YAL026C
CPX-1018,YCR094W
CPX-1021,YNL323W
CPX-1021,YER166W
CPX-1022,YNL323W
CPX-1022,YDR093W
CPX-1026,YMR162C
CPX-1026,YNR048W
CPX-1036,YOL090W
CPX-1036,YCR092C
CPX-1037,YDR097C
CPX-1037,YOL090W
CPX-1038,YOR363C
CPX-1038,YAL051W
CPX-1039,YBR175W
CPX-1039,YHR119W
CPX-1039,YDR469W
CPX-1039,YLR015W
CPX-1039,YKL018W
CPX-1039,YBR258C
CPX-1039,YAR003W
CPX-1039,YPL138C
CPX-1040,YGL213C
CPX-1040,YPR189W
CPX-1040,YLR398C
CPX-1041,YGL061C
CPX-1041,YKR083C
CPX-1041,YKL138C-A
CPX-1041,YKR037C
CPX-1041,YDR201W
CPX-1041,YGR113W
CPX-1041,YBR233W-A
CPX-1041,YKL052C
CPX-1041,YDR016C
CPX-1041,YDR320C-A
CPX-1042,YML051W
CPX-1042,YDR009W
CPX-1043,YML051W
CPX-1043,YBR020W
CPX-1044,YML051W
CPX-1044,YPL248C
CPX-1045,YML067C
CPX-1045,YAL042W
CPX-1047,YNR046W
CPX-1047,YCR047C
CPX-1052,YNR046W
CPX-1052,YML014W
CPX-1053,YOR179C
CPX-1053,YER133W
CPX-1053,YLR115W
CPX-1053,YNL317W
CPX-1053,YPR107C
CPX-1053,YKR002W
CPX-1053,YDR195W
CPX-1053,YDR301W
CPX-1053,YAL043C
CPX-1053,YJR093C
CPX-1053,YNL222W
CPX-1053,YKL018W
CPX-1053,YLR277C
CPX-1053,YGR156W
CPX-1053,YKL059C
CPX-1068,YLR347C
CPX-1068,YNL189W
CPX-1071,YPL024W
CPX-1071,YLR234W
CPX-1071,YMR190C
CPX-1101,YMR270C
CPX-1101,YNL030W
CPX-1101,YBR010W
CPX-1101,YLR141W
CPX-1101,YBL025W
CPX-1101,YOR295W
CPX-1102,YJL026W
CPX-1102,YER070W
CPX-1102,YGR180C
CPX-1103,YJL026W
CPX-1103,YIL066C
CPX-1103,YER070W
CPX-1103,YGR180C
CPX-1125,YDL099W
CPX-1125,YDR517W
CPX-1140,YNL152W
CPX-1140,YER118C
CPX-1140,YMR032W
CPX-1140,YDL117W
CPX-1141,YER148W
CPX-1141,YPL082C
CPX-1142,YPL169C
CPX-1142,YKL186C
CPX-1143,YER148W
CPX-1143,YNL039W
CPX-1143,YGR246C
CPX-1149,YGR005C
CPX-1149,YPL129W
CPX-1149,YGR186W
CPX-1150,YMR033W
CPX-1150,YOR290C
CPX-1150,YPL129W
CPX-1150,YDR073W
CPX-1150,YJL176C
CPX-1150,YFL049W
CPX-1150,YGR275W
CPX-1150,YPL016W
CPX-1150,YPR034W
CPX-1150,YNR023W
CPX-1150,YHL025W
CPX-1150,YBR289W
CPX-1152,YML099C
CPX-1152,YDR173C
CPX-1152,YMR042W
CPX-1152,YMR043W
CPX-1153,YKL061W
CPX-1153,YGL079W
CPX-1153,YNL086W
CPX-1153,YDR357C
CPX-1153,YLR408C
CPX-1153,YEL005C
CPX-1155,YOR125C
CPX-1155,YGR255C
CPX-1155,YLR201C
CPX-1155,YOL096C
CPX-1155,YML110C
CPX-1156,YPL018W
CPX-1156,YJR135C
CPX-1156,YGR179C
CPX-1156,YDR254W
CPX-1156,YLR315W
CPX-1156,YBR107C
CPX-1156,YPR046W
CPX-1156,YAL034W-A
CPX-1156,YBR211C
CPX-1156,YDR383C
CPX-1156,YDR318W
CPX-1156,YLR381W
CPX-1157,YLR320W
CPX-1157,YHR154W
CPX-1157,YJL047C
CPX-1157,YPR164W
CPX-1157,YOL133W
CPX-1162,YKL182W
CPX-1162,YPL231W
CPX-1165,YLR320W
CPX-1165,YJL047C
CPX-1165,YPR164W
CPX-1165,YOL133W
CPX-1165,YPR135W
CPX-1166,YJL047C
CPX-1166,YOL133W
CPX-1166,YPR164W
CPX-1166,YDR363W
CPX-1167,YJL047C
CPX-1167,YOL133W
CPX-1167,YPR164W
CPX-1167,YNL261W
CPX-1178,YDR488C
CPX-1178,YDR424C
CPX-1178,YKR054C
CPX-1178,YMR299C
CPX-1185,YOR173W
CPX-1185,YLR270W
CPX-1186,YAL034W-A
CPX-1186,YIR010W
CPX-1186,YPL233W
CPX-1186,YJR112W
CPX-1187,YBR211C
CPX-1187,YPL018W
CPX-1187,YDR318W
CPX-1187,YGR179C
CPX-1188,YGL113W
CPX-1188,YJL090C
CPX-1188,YKL108W
CPX-1189,YJR035W
CPX-1189,YKL054C
CPX-1190,YOL073C
CPX-1190,YKL034W
CPX-1190,YDL091C
CPX-1190,YOR223W
CPX-1191,YJR052W
CPX-1191,YGR003W
CPX-1191,YPL046C
CPX-1191,YBR114W
CPX-1198,YHR172W
CPX-1198,YLR212C
CPX-1198,YNL126W
CPX-1200,YNL216W
CPX-1200,YPL075W
CPX-1229,YNL199C
CPX-1229,YNL216W
CPX-1229,YPL075W
CPX-1230,YNL233W
CPX-1230,YER133W
CPX-1231,YER133W
CPX-1231,YOR178C
CPX-1249,YER133W
CPX-1249,YKL193C
CPX-1260,YER133W
CPX-1260,YKL193C
CPX-1260,YFR003C
CPX-1266,YER133W
CPX-1266,YDR028C
CPX-1267,YER133W
CPX-1267,YBR050C
CPX-1268,YAL044C
CPX-1268,YFL018C
CPX-1268,YMR189W
CPX-1268,YDR019C
CPX-1269,YBR004C
CPX-1269,YNL158W
CPX-1270,YCL052C
CPX-1270,YJR013W
CPX-1274,YPL175W
CPX-1274,YPL076W
CPX-1274,YPL096C-A
CPX-1274,YNL038W
CPX-1274,YDR437W
CPX-1274,YGR216C
CPX-1275,YDR331W
CPX-1275,YHR188C
CPX-1275,YDR434W
CPX-1275,YLR459W
CPX-1275,YLR088W
CPX-1276,YMR186W
CPX-1276,YLL024C
CPX-1276,YAL005C
CPX-1276,YPL240C
CPX-1276,YCL037C
CPX-1276,YLR256W
CPX-1276,YNL064C
CPX-1277,YOL108C
CPX-1277,YDR123C
CPX-1278,YLR043C
CPX-1278,YNL015W
CPX-1279,YGR209C
CPX-1279,YNL015W
CPX-1280,YDR057W
CPX-1280,YLR207W
CPX-1280,YJL034W
CPX-1283,YCL043C
CPX-1283,YHR204W
CPX-1287,YGL075C
CPX-1287,YPL255W
CPX-1288,YHR079C-A
CPX-1288,YPL121C
CPX-1292,YHR157W
CPX-1292,YLR329W
CPX-1293,YDR148C
CPX-1293,YFR049W
CPX-1293,YFL018C
CPX-1293,YIL125W
CPX-1295,YGR178C
CPX-1295,YNL085W
CPX-1302,YGR014W
CPX-1302,YPR075C
CPX-1303,YGL051W
CPX-1303,YAR033W
CPX-1304,YEL013W
CPX-1304,YCL063W
CPX-1304,YOR326W
CPX-1306,YPL037C
CPX-1306,YHR193C
CPX-1307,YDR252W
CPX-1307,YHR193C
CPX-1315,YMR080C
CPX-1315,YGR072W
CPX-1315,YHR077C
CPX-1316,YLR430W
CPX-1316,YPL190C
CPX-1316,YNL251C
CPX-1317,YOR043W
CPX-1317,YLL010C
CPX-1318,YOR043W
CPX-1318,YLR019W
CPX-1319,YNL264C
CPX-1319,YGR170W
CPX-1320,YEL037C
CPX-1320,YPL096W
CPX-1322,YPL153C
CPX-1322,YJL115W
CPX-1323,YEL037C
CPX-1323,YDL126C
CPX-1323,YDL190C
CPX-1332,YOR048C
CPX-1332,YGL246C
CPX-1333,YLL002W
CPX-1333,YNL246W
CPX-1335,YDR388W
CPX-1335,YCR009C
CPX-1340,YGR098C
CPX-1340,YDR113C
CPX-1341,YPR181C
CPX-1341,YHR098C
CPX-1342,YDR155C
CPX-1342,YKR029C
CPX-1342,YCR033W
CPX-1342,YGL194C
CPX-1342,YBR103W
CPX-1342,YOL068C
CPX-1342,YIL112W
CPX-1344,YBL007C
CPX-1344,YOR181W
CPX-1355,YHR154W
CPX-1355,YBR228W
CPX-1355,YLR135W
CPX-1362,YPL022W
CPX-1362,YML095C
CPX-1362,YLR135W
CPX-1363,YPL022W
CPX-1363,YML095C
CPX-1363,YAL027W
CPX-1364,YLR383W
CPX-1364,YDR288W
CPX-1364,YDL105W
CPX-1364,YEL019C
CPX-1364,YML023C
CPX-1364,YOL034W
CPX-1364,YER038C
CPX-1364,YLR007W
CPX-1370,YMR095C
CPX-1370,YMR096W
CPX-1371,YNL334C
CPX-1371,YMR096W
CPX-1372,YGL131C
CPX-1372,YNL330C
CPX-1372,YMR176W
CPX-1377,YDL113C
CPX-1377,YJL036W
CPX-1378,YDR425W
CPX-1378,YJL036W
CPX-1379,YOR142W
CPX-1379,YGR244C
CPX-1380,YMR028W
CPX-1380,YPL152W
CPX-1380,YDL134C
CPX-1381,YEL013W
CPX-1381,YHR195W
CPX-1382,YDL188C
CPX-1382,YPL152W
CPX-1382,YMR028W
CPX-1383,YDR108W
CPX-1383,YOR115C
CPX-1383,YDR472W
CPX-1383,YBR254C
CPX-1383,YKR068C
CPX-1383,YDR246W
CPX-1383,YML077W
CPX-1384,YOR279C
CPX-1384,YOL068C
CPX-1384,YDR310C
CPX-1386,YLR394W
CPX-1386,YGL249W
CPX-1386,YIL073C
CPX-1386,YHR153C
CPX-1387,YDR285W
CPX-1387,YIL072W
CPX-1387,YLR445W
CPX-1387,YLR263W
CPX-1387,YDR446W
CPX-1407,YLR445W
CPX-1407,YDR446W
CPX-1408,YIL026C
CPX-1408,YJL074C
CPX-1408,YFL008W
CPX-1408,YPR007C
CPX-1409,YDR324C
CPX-1409,YDR398W
CPX-1409,YPL126W
CPX-1409,YJL109C
CPX-1409,YGR128C
CPX-1409,YMR093W
CPX-1409,YHR196W
CPX-1410,YDR449C
CPX-1410,YCR057C
CPX-1410,YLR222C
CPX-1410,YJL069C
CPX-1410,YLR409C
CPX-1410,YLR129W
CPX-1412,YNR051C
CPX-1412,YER151C
CPX-1413,YOL129W
CPX-1413,YJR044C
CPX-1414,YPL003W
CPX-1414,YPR066W
CPX-1415,YDR207C
CPX-1415,YJR094C
CPX-1417,YKL074C
CPX-1417,YLR116W
CPX-1418,YLR298C
CPX-1418,YHR086W
CPX-1418,YOR159C
CPX-1418,YPR182W
CPX-1418,YDL087C
CPX-1418,YBR119W
CPX-1418,YBR237W
CPX-1418,YIL061C
CPX-1418,YLR275W
CPX-1418,YER029C
CPX-1418,YLR147C
CPX-1418,YML046W
CPX-1418,YFL017W-A
CPX-1418,YDR240C
CPX-1418,YGR013W
CPX-1418,YKL012W
CPX-1418,YGR074W
CPX-1418,YLR116W
CPX-1418,YKL074C
CPX-1418,YDR235W
CPX-1419,YDR356W
CPX-1419,YBR109C
CPX-1419,YKL042W
CPX-1419,YPL124W
CPX-1420,YKL042W
CPX-1420,YNL225C
CPX-1421,YLR221C
CPX-1421,YJR041C
CPX-1421,YKL014C
CPX-1421,YOL144W
CPX-1421,YNR038W
CPX-1422,YGR099W
CPX-1422,YJR136C
CPX-1422,YKL033W
CPX-1423,YML129C
CPX-1423,YJL062W-A
CPX-1423,YJR045C
CPX-1423,YLR203C
CPX-1424,YFL037W
CPX-1424,YML085C
CPX-1425,YFL037W
CPX-1425,YML124C
CPX-1426,YGL106W
CPX-1426,YHR023W
CPX-1426,YPR188C
CPX-1470,YMR109W
CPX-1470,YBR109C
CPX-1500,YKL129C
CPX-1500,YBR109C
CPX-1501,YGL106W
CPX-1501,YAL029C
CPX-1501,YBR109C
CPX-1556,YBL023C
CPX-1556,YNL262W
CPX-1556,YPR175W
CPX-1556,YOL146W
CPX-1556,YBR278W
CPX-1556,YJL072C
CPX-1556,YPR019W
CPX-1556,YGL201C
CPX-1556,YLR103C
CPX-1556,YDR489W
CPX-1556,YDR013W
CPX-1556,YEL032W
CPX-1556,YBR202W
CPX-1556,YDR121W
CPX-1556,YLR274W
CPX-1599,YOL040C
CPX-1599,YNL178W
CPX-1599,YOR369C
CPX-1599,YDR064W
CPX-1599,YMR116C
CPX-1599,YHL015W
CPX-1599,YJR123W
CPX-1599,YGL123W
CPX-1599,YLR167W
CPX-1601,YFR032C-A
CPX-1601,YGL030W
CPX-1601,YBL092W
CPX-1601,YLR075W
CPX-1601,YGL103W
CPX-1601,YPL131W
