protein_id,index
YIL076W,982
YPL010W,983
YER122C,984
YNL287W,985
YDL171C,986
YMR146C,987
YOL120C,988
YPR041W,989
YDR429C,990
YPR086W,991
YLR257W,992
YLR192C,993
YNL244C,994
YDR091C,995
YDL149W,996
YDR450W,997
YNL096C,998
YGL022W,999
YOR098C,1000
YLR347C,1001
YPL020C,1002
YAR002W,1003
YKR029C,1004
YDR186C,1005
YBR125C,1006
YGR152C,1007
YPL207W,1008
YJR022W,1009
YDL160C,1010
YMR268C,1011
YJL081C,1012
YPR023C,1013
YMR112C,1014
YHR058C,1015
YGL025C,1016
YPL042C,1017
YPR168W,1018
YNR010W,1019
YOR174W,1020
YGL030W,1021
YGL029W,1022
YBL046W,1023
YDR075W,1024
YDR379W,1025
YNL201C,1026
YGR192C,1027
YIL153W,1028
YOL006C,1029
YGR017W,1030
YBL103C,1031
YIL056W,1032
YCR084C,1033
YGL013C,1034
YOL067C,1035
YAL047C,1036
YLR212C,1037
YHR172W,1038
YNL126W,1039
YGL147C,1040
YGR047C,1041
YGL234W,1042
YMR284W,1043
YLR176C,1044
YBL002W,1045
YGL245W,1046
YFR030W,1047
YDR171W,1048
YKL045W,1049
YIR008C,1050
YNL102W,1051
YBL035C,1052
YNR052C,1053
YDR292C,1054
YGR280C,1055
YJR084W,1056
YEL018W,1057
YDR359C,1058
YNL107W,1059
YLR200W,1060
YML094W,1061
YGR078C,1062
YNL153C,1063
YDR434W,1064
YDR331W,1065
YHR188C,1066
YLR088W,1067
YBL013W,1068
YBL113C,1069
YJL006C,1070
YML112W,1071
YKL139W,1072
YBR169C,1073
YKR095W,1074
YER165W,1075
YEL036C,1076
YGR231C,1077
YDR245W,1078
YGR132C,1079
YJL183W,1080
YPL094C,1081
YJR075W,1082
YPL050C,1083
YCR043C,1084
YLR342W,1085
YEL022W,1086
YDR525W,1087
YER017C,1088
YMR089C,1089
YKL164C,1090
YEL015W,1091
YBR094W,1092
YKL213C,1093
YPR055W,1094
YJL207C,1095
YOR299W,1096
YDR495C,1097
YMR237W,1098
YER036C,1099
YPL111W,1100
YAL003W,1101
YGR240C,1102
YPL226W,1103
YBR118W,1104
YNL112W,1105
YMR192W,1106
YDR001C,1107
YDR099W,1108
YAL017W,1109
YLR333C,1110
YGL207W,1111
YKL101W,1112
YDR228C,1113
YMR110C,1114
YKL078W,1115
YPL001W,1116
YDR300C,1117
YOL123W,1118
YOL087C,1119
YIL133C,1120
YBR153W,1121
YLR142W,1122
YCR093W,1123
YOR110W,1124
YAL021C,1125
YER068W,1126
YNL288W,1127
YGR134W,1128
YBR057C,1129
YKR031C,1130
YGL036W,1131
YPR180W,1132
YDL140C,1133
YPR049C,1134
YKR091W,1135
YBR229C,1136
YML067C,1137
YAL042W,1138
YDR221W,1139
YFL001W,1140
YKL060C,1141
YMR113W,1142
YHL033C,1143
YGL031C,1144
YBL087C,1145
YPL220W,1146
YPL166W,1147
YLR423C,1148
YDR320C,1149
YHR089C,1150
YLL021W,1151
YMR310C,1152
YOR179C,1153
YHR119W,1154
YPL138C,1155
YAR003W,1156
YOR250C,1157
YGL044C,1158
YIL070C,1159
YOR326W,1160
YJL115W,1161
YJR140C,1162
YGL106W,1163
YOR035C,1164
YER083C,1165
YER013W,1166
YKL095W,1167
YGR119C,1168
YFR002W,1169
YGL172W,1170
YIR009W,1171
YDL043C,1172
YGR250C,1173
YBR234C,1174
YIL062C,1175
YLR370C,1176
YNR035C,1177
YKL013C,1178
YDL029W,1179
YIL035C,1180
YMR172W,1181
YLR418C,1182
YER103W,1183
YER164W,1184
YML069W,1185
YML109W,1186
YDL188C,1187
YBR103W,1188
YIL112W,1189
YCR033W,1190
YGL194C,1191
YAL024C,1192
YPL181W,1193
YAL013W,1194
YDR207C,1195
YNL330C,1196
YBR095C,1197
YMR263W,1198
YDL076C,1199
YIL101C,1200
YHR029C,1201
YJL146W,1202
YJL020C,1203
YGR028W,1204
YJL123C,1205
YOR293W,1206
YLR039C,1207
YGL131C,1208
YOR303W,1209
YEL056W,1210
YLL022C,1211
YGL127C,1212
YAL034C,1213
YPR174C,1214
YNL282W,1215
YGL191W,1216
YIL018W,1217
YDR021W,1218
YMR142C,1219
YJL060W,1220
YHL021C,1221
YKL028W,1222
YNL135C,1223
YLR005W,1224
YPR056W,1225
YER007C,1226
YJR014W,1227
YKR062W,1228
YKR018C,1229
YDR407C,1230
YOR115C,1231
YGR166W,1232
YDR246W,1233
YKR068C,1234
YDR108W,1235
YMR218C,1236
YBR254C,1237
YDR472W,1238
YGR143W,1239
YML077W,1240
YPR181C,1241
YIL109C,1242
YPL085W,1243
YJL034W,1244
YNL049C,1245
YHR098C,1246
YJL002C,1247
YMR149W,1248
YEL002C,1249
YLR430W,1250
YMR239C,1251
YDL175C,1252
YJL050W,1253
YIR035C,1254
YGR026W,1255
YJR045C,1256
YKL182W,1257
YML072C,1258
YBR205W,1259
YDR484W,1260
YDR027C,1261
YJL029C,1262
YMR214W,1263
YBR139W,1264
YGR205W,1265
YGL244W,1266
YOR123C,1267
YBR279W,1268
YDR225W,1269
YDR314C,1270
YEL037C,1271
YBL037W,1272
YOL062C,1273
YJR005W,1274
YKL064W,1275
YNR046W,1276
YOL124C,1277
YNR050C,1278
YDR140W,1279
YGL135W,1280
YKR067W,1281
YDR471W,1282
YHR186C,1283
YJR066W,1284
YBR021W,1285
YLR373C,1286
YMR203W,1287
YER053C,1288
YJL066C,1289
YAL010C,1290
YPR024W,1291
YMR241W,1292
YGL094C,1293
YML117W,1294
YBL085W,1295
YJL024C,1296
YLR436C,1297
YMR304W,1298
YPL195W,1299
YBR288C,1300
YDR432W,1301
YBL018C,1302
YBR257W,1303
YAL033W,1304
YBR167C,1305
YGR030C,1306
YHR062C,1307
YNL221C,1308
YDR478W,1309
YKL025C,1310
YGR060W,1311
YOR153W,1312
YML029W,1313
YAL026C,1314
YKL092C,1315
YHL003C,1316
YAL053W,1317
YJL168C,1318
YGL039W,1319
YNL108C,1320
YDL033C,1321
YOR141C,1322
YPL053C,1323
YMR185W,1324
YLR359W,1325
YDR498C,1326
YLR440C,1327
YLR268W,1328
YGL098W,1329
YGL145W,1330
YNL258C,1331
YOR075W,1332
YER125W,1333
YJL084C,1334
YOR124C,1335
YOR138C,1336
YKR021W,1337
YHR131C,1338
YDL203C,1339
YPL066W,1340
YLR425W,1341
YNL127W,1342
YDR388W,1343
YCR009C,1344
YNR031C,1345
YFL016C,1346
YDR390C,1347
YLR102C,1348
YLR127C,1349
YHR166C,1350
YGL240W,1351
YDR118W,1352
YOR249C,1353
YBL084C,1354
YKL022C,1355
YNL172W,1356
YMR211W,1357
YCR028C,1358
YDL192W,1359
YBL099W,1360
YDL143W,1361
YDR155C,1362
YOL068C,1363
YGR178C,1364
YDR071C,1365
YER089C,1366
YBR236C,1367
YBR102C,1368
YML097C,1369
YJL085W,1370
YLR166C,1371
YGL233W,1372
YER008C,1373
YDR166C,1374
YIL068C,1375
YBR272C,1376
YNL227C,1377
YGR234W,1378
YMR186W,1379
YMR299C,1380
YOR281C,1381
YMR083W,1382
YGL167C,1383
YNL169C,1384
YDR189W,1385
YJL184W,1386
YML036W,1387
YGR262C,1388
YKR038C,1389
YMR025W,1390
YOL117W,1391
YDL216C,1392
YDR179C,1393
YIL071C,1394
YDR035W,1395
YJL200C,1396
YOR252W,1397
YLR103C,1398
YOR335C,1399
YBR069C,1400
YNL064C,1401
YGL055W,1402
YGR217W,1403
YGR163W,1404
YPL049C,1405
YBR214W,1406
YPR040W,1407
YPL106C,1408
YBR127C,1409
YMR054W,1410
YBR208C,1411
YNL265C,1412
YNL001W,1413
YGR194C,1414
YFL048C,1415
YIL053W,1416
YBL064C,1417
YDR069C,1418
YKR071C,1419
YGL105W,1420
YGR264C,1421
YKL010C,1422
YOR239W,1423
YPR175W,1424
YOL144W,1425
YNL104C,1426
YJR041C,1427
YOL058W,1428
YOR108W,1429
YHR121W,1430
YDR328C,1431
YOR347C,1432
YMR258C,1433
YLR389C,1434
YPL184C,1435
YMR037C,1436
YOR187W,1437
YNL256W,1438
YJL138C,1439
YOR374W,1440
YMR080C,1441
YNL016W,1442
YGR180C,1443
YML098W,1444
YJR137C,1445
YPR065W,1446
YMR234W,1447
YDL219W,1448
YIL142W,1449
YBL017C,1450
YNL225C,1451
YMR262W,1452
YPR125W,1453
YDR044W,1454
YGR094W,1455
YER091C,1456
YJR109C,1457
YFL026W,1458
YDR170C,1459
YFR044C,1460
YHR092C,1461
YPL061W,1462
YKL096W,1463
YLR203C,1464
YGR155W,1465
YNL078W,1466
YKR082W,1467
YIL031W,1468
YDR121W,1469
YBR105C,1470
YGL227W,1471
YPR152C,1472
YGL221C,1473
YDR257C,1474
YCL054W,1475
YPL048W,1476
YGL232W,1477
YOR356W,1478
YJR064W,1479
YPR046W,1480
YDL074C,1481
YPR191W,1482
YBL045C,1483
YDR529C,1484
YDL189W,1485
YJL194W,1486
YNL168C,1487
YIR003W,1488
YDR251W,1489
YOL121C,1490
YGR116W,1491
YBR052C,1492
YCR004C,1493
YNL010W,1494
YDR032C,1495
YKL125W,1496
YML126C,1497
YGR027C,1498
YMR311C,1499
YNL069C,1500
YJL026W,1501
YOR323C,1502
YPR179C,1503
YDR295C,1504
YNL021W,1505
YOL070C,1506
YDR204W,1507
YGL200C,1508
YOR016C,1509
YAR002C,1510
YML012W,1511
YHR110W,1512
YDL018C,1513
YAL007C,1514
YPL193W,1515
YOR286W,1516
YNL045W,1517
YPL074W,1518
YMR052W,1519
YDR050C,1520
YMR029C,1521
YHL001W,1522
YHR042W,1523
YDR348C,1524
YBL047C,1525
YOL016C,1526
YJR052W,1527
YOR231W,1528
YGR136W,1529
YIL172C,1530
YOR089C,1531
YNL193W,1532
YOR232W,1533
YIL143C,1534
YOR168W,1535
YOR352W,1536
YBR246W,1537
YBR225W,1538
YJL012C,1539
YEL013W,1540
YGL001C,1541
YBR039W,1542
YOR027W,1543
YPL161C,1544
YGR123C,1545
YOR007C,1546
YOR164C,1547
YDL102W,1548
YJR043C,1549
YJR006W,1550
YAL009W,1551
YGR016W,1552
YGR254W,1553
YBR260C,1554
YGR196C,1555
YDL080C,1556
YPL031C,1557
YPL219W,1558
YLR407W,1559
YJL053W,1560
YDL142C,1561
YLR075W,1562
YEL058W,1563
YAL001C,1564
YBR123C,1565
YDR362C,1566
YPL007C,1567
YBR089C,1568
YML075C,1569
YER095W,1570
YDR198C,1571
YKL072W,1572
YDR243C,1573
YMR043W,1574
YLL048C,1575
YML070W,1576
YNL238W,1577
YOL031C,1578
YKR052C,1579
YMR246W,1580
YLR015W,1581
YDR469W,1582
YOR294W,1583
YBR160W,1584
YBR135W,1585
YPL256C,1586
YDL155W,1587
YMR199W,1588
YLR079W,1589
YDL044C,1590
YLR139C,1591
YNL178W,1592
YLR240W,1593
YPL120W,1594
YLR360W,1595
YBR128C,1596
YLR133W,1597
YMR139W,1598
YMR117C,1599
YOL069W,1600
YIL144W,1601
YER018C,1602
YOR004W,1603
YDL165W,1604
YPR173C,1605
YLR025W,1606
YKL180W,1607
YGL082W,1608
YDR135C,1609
YAR035W,1610
YJR010W,1611
YBR031W,1612
YHL002W,1613
YNR006W,1614
YFL038C,1615
YER136W,1616
YER031C,1617
YLR044C,1618
YOR245C,1619
YLR134W,1620
YJR121W,1621
YKR066C,1622
YDL215C,1623
YLR410W,1624
YDL174C,1625
YBR171W,1626
YLR292C,1627
YOR254C,1628
YOR211C,1629
YML034W,1630
YMR296C,1631
YMR297W,1632
YNR038W,1633
YNL023C,1634
YDR168W,1635
YNL272C,1636
YKL129C,1637
YER004W,1638
YBR034C,1639
YPR129W,1640
YML017W,1641
YDR385W,1642
YHR146W,1643
YMR196W,1644
YDR233C,1645
YLR178C,1646
YOL086C,1647
YAL061W,1648
YLL013C,1649
YCR031C,1650
YML055W,1651
YKL104C,1652
YDR141C,1653
YML006C,1654
YKL154W,1655
YGL154C,1656
YKL117W,1657
YER072W,1658
YGR175C,1659
YLL001W,1660
YNL183C,1661
YHR020W,1662
YPL090C,1663
YDR180W,1664
YJL155C,1665
YDL100C,1666
YBR058C,1667
YDL042C,1668
YGR208W,1669
YDR137W,1670
YHR183W,1671
YJL111W,1672
YCL032W,1673
YLR362W,1674
YDR196C,1675
YFL044C,1676
