community_id,protein_id
117,YPL059W
118,YLL026W
118,YLL055W
118,YLR072W
118,YPR062W
119,YGR271C-A
119,YHL034C
119,YMR014W
119,YNL255C
119,YOL077C
120,YIL038C
120,YIL041W
120,YJR032W
120,YPL161C
121,YCL011C
121,YDL084W
121,YDR138W
121,YHR167W
121,YML062C
121,YNL004W
121,YNL139C
121,YNL253W
121,YOR191W
122,YGL157W
122,YGL171W
122,YMR034C
122,YPL211W
123,YDL053C
123,YFR013W
123,YGL203C
123,YPR067W
124,YER006W
124,YNL110C
124,YNR053C
124,YPL093W
124,YPR169W
125,YJR059W
125,YLR180W
125,YOR257W
125,YPL116W
126,YAL016W
126,YGL190C
126,YGR161C
126,YOR162C
126,YPL152W
127,YBR058C
127,YBR112C
127,YKR049C
127,YPL085W
128,YDR457W
128,YER149C
128,YLL021W
128,YOL025W
129,YBR065C
129,YBR079C
129,YDR429C
129,YLR192C
129,YMR146C
129,YMR309C
129,YOR052C
129,YOR361C
129,YPL105C
129,YPR041W
130,YJL066C
130,YMR048W
130,YOL154W
130,YOR153W
131,YBR107C
131,YBR211C
131,YDR254W
131,YDR318W
131,YDR383C
131,YGR006W
131,YGR179C
131,YJR135C
131,YLR315W
131,YLR381W
131,YPL018W
131,YPR046W
132,YDL139C
132,YDR172W
132,YML005W
132,YOL011W
133,YDL145C
133,YGR233C
133,YPL031C
133,YPL219W
133,YPR143W
134,YCL036W
134,YDR324C
134,YDR398W
134,YEL055C
134,YGR128C
134,YHR196W
134,YJL109C
134,YMR093W
134,YPL126W
135,YBR150C
135,YDR452W
135,YHR161C
135,YLR106C
136,YBR019C
136,YBR042C
136,YFR043C
136,YLR170C
137,YBL007C
137,YBR291C
137,YLR435W
137,YNL207W
138,YIR022W
138,YLR314C
138,YML012W
138,YML055W
139,YER168C
139,YGL017W
139,YLR085C
139,YLR187W
140,YBR247C
140,YNL055C
140,YNR050C
140,YPR164W
141,YBL046W
141,YDR075W
141,YDR173C
141,YDR225W
141,YDR293C
141,YIL153W
141,YML010W
141,YNL201C
142,YBR054W
142,YDL013W
142,YKR054C
142,YPL263C
143,YBL016W
143,YLR089C
143,YLR259C
143,YPL247C
144,YHR076W
144,YKL091C
144,YMR079W
144,YPR171W
145,YCR002C
145,YDR507C
145,YHR107C
145,YIR022W
145,YMR139W
146,YDR171W
146,YJR148W
146,YLR048W
146,YPR035W
147,YHR179W
147,YLL060C
147,YMR201C
147,YOR074C
148,YDL143W
148,YDR188W
148,YGL121C
148,YIL142W
149,YEL043W
149,YFL054C
149,YKL048C
149,YKL142W
150,YAL051W
150,YDR412W
150,YNL325C
150,YOR336W
151,YBR094W
151,YDL117W
151,YDR379W
151,YKR009C
152,YLR319C
152,YOR304C-A
153,YBR275C
153,YIL149C
153,YPR144C
153,YPR163C
154,YER043C
154,YGR240C
154,YIR007W
154,YMR205C
155,YCR071C
155,YDR116C
155,YDR405W
155,YGR076C
155,YLR439W
156,YBR289W
156,YFL049W
156,YHL025W
156,YJL176C
156,YNR023W
156,YOR290C
156,YPL016W
157,YBR142W
157,YEL015W
157,YER035W
157,YOL064C
158,YER003C
158,YIR001C
158,YMR198W
159,YFR009W
159,YGL195W
159,YKL138C-A
159,YKR037C
160,YCR047C
160,YDL197C
160,YMR128W
160,YNR046W
161,YDL013W
161,YDR320C
161,YFR001W
161,YPR045C
162,YDR234W
162,YEL047C
162,YLR058C
162,YOL054W
163,YDL156W
163,YLR075W
163,YPL116W
163,YPL220W
164,YDR065W
164,YLL033W
164,YLR091W
164,YPR116W
165,YBL060W
165,YDR111C
165,YEL030W
165,YMR214W
166,YDL234C
166,YDR108W
166,YIL078W
166,YPR078C
167,YER032W
167,YGR136W
167,YLR144C
168,YDL148C
168,YER035W
168,YKL035W
168,YML093W
169,YJL129C
169,YKR086W
169,YNL175C
169,YOR196C
170,YBL081W
170,YLR025W
170,YNL265C
170,YPR173C
171,YBL111C
171,YIL069C
171,YKR042W
171,YOR328W
172,YDL201W
172,YDR165W
173,YER157W
173,YGL005C
173,YGL223C
173,YGR120C
173,YML071C
173,YNL041C
173,YNL051W
173,YPR105C
174,YBR011C
174,YKR043C
174,YLR425W
174,YPL066W
175,YBL084C
175,YBR054W
175,YOR242C
175,YPL263C
176,YDL185W
176,YGL215W
176,YGR020C
176,YHR039C-A
176,YLR090W
176,YMR027W
176,YMR264W
176,YPL201C
176,YPR036W
177,YBR223C
177,YGL082W
178,YBL023C
178,YBR278W
178,YDR121W
178,YHR046C
178,YNL262W
179,YDL006W
179,YDR162C
179,YJL128C
180,YDR320C
180,YFR001W
180,YKR024C
180,YPR045C
181,YBR156C
181,YER156C
181,YJR089W
181,YPL209C
182,YBL060W
182,YDR166C
182,YJL047C
182,YMR214W
183,YJR045C
183,YLR203C
183,YOR347C
184,YBR059C
184,YDR310C
184,YNL079C
184,YOL068C
184,YOR279C
185,YDL077C
185,YDR120C
185,YER049W
185,YOR051C
186,YFR024C-A
186,YGR108W
186,YHR016C
186,YMR259C
186,YOR042W
187,YGR062C
187,YLR333C
187,YML056C
187,YOR360C
188,YAL036C
188,YBR142W
188,YDL168W
188,YOR091W
189,YAL051W
189,YDR060W
189,YDR412W
189,YNL325C
190,YAL029C
190,YBR130C
190,YKL124W
190,YKL130C
191,YGR030C
191,YHR062C
191,YLR145W
191,YNL221C
191,YNL282W
192,YAL034C
192,YAR002W
192,YER110C
192,YNL122C
193,YBL039C
193,YGR124W
193,YLR196W
193,YNR038W
194,YGR202C
194,YJR041C
194,YKL214C
194,YMR125W
194,YOR098C
194,YPL178W
195,YGR207C
195,YLR265C
195,YNR058W
195,YOR018W
196,YBR135W
196,YLR109W
196,YLR135W
196,YOL059W
197,YBR062C
197,YIL103W
197,YLR043C
197,YLR231C
197,YMR083W
198,YFR032C
198,YKL058W
198,YOR194C
199,YDR502C
199,YHL014C
199,YLR180W
199,YPR074C
200,YCR057C
200,YDR449C
200,YGR223C
200,YJL069C
200,YJL147C
200,YLR129W
200,YLR222C
200,YLR409C
201,YKR014C
201,YMR258C
202,YBL044W
202,YER179W
202,YLR051C
202,YMR224C
203,YBR197C
203,YDR022C
203,YLR423C
203,YPL166W
203,YPR049C
204,YBL090W
204,YBR251W
204,YDL045W-A
204,YDR175C
204,YDR337W
204,YDR347W
204,YER050C
204,YGL129C
204,YGR165W
204,YHL004W
204,YIL070C
204,YIL093C
204,YJL063C
204,YJR113C
204,YKL155C
204,YNL137C
204,YNL306W
204,YNR036C
204,YOR158W
204,YPL118W
205,YDR128W
205,YKL058W
205,YNL024C
205,YOR093C
206,YCR003W
206,YDR237W
206,YDR322W
206,YDR462W
206,YNL005C
206,YNL252C
207,YDR482C
207,YLL036C
207,YLR117C
207,YLR132C
207,YPL151C
207,YPR134W
208,YNL220W
208,YOR187W
209,YDL078C
209,YDR248C
209,YDR304C
209,YHR097C
210,YAL026C
210,YDL019C
210,YJL207C
210,YKL010C
211,YDL051W
211,YDL092W
211,YKL122C
211,YPL210C
211,YPL243W
211,YPR088C
212,YDR181C
212,YKL212W
212,YMR127C
212,YPL099C
213,YDL141W
213,YMR239C
213,YOL010W
213,YOR049C
214,YDL175C
214,YER166W
214,YIL079C
214,YJL050W
214,YOL115W
215,YDL055C
215,YJL034W
215,YJR104C
215,YMR038C
216,YBR054W
216,YDL013W
216,YER116C
216,YMR072W
217,YGR052W
217,YIR019C
217,YMR106C
217,YMR284W
218,YAR062W
218,YDL065C
218,YMR108W
218,YPL247C
219,YBR126C
219,YDR074W
219,YML100W
219,YMR261C
220,YAL019W
220,YDL153C
220,YIL091C
220,YJR119C
220,YLR027C
221,YCL008C
221,YGR206W
221,YLR119W
221,YPL065W
222,YKL007W
222,YOL065C
222,YOR236W
223,YGR211W
223,YOR009W
224,YDR189W
224,YGR031W
224,YIL107C
224,YLR089C
225,YBR274W
225,YIL033C
225,YJL164C
225,YKL101W
225,YPL203W
226,YER004W
226,YGR286C
226,YKR064W
226,YOR249C
227,YBR083W
227,YKL126W
227,YMR104C
227,YOR108W
228,YDL116W
228,YGL092W
228,YGL100W
228,YKL057C
229,YBL061C
229,YCR105W
229,YJL020C
229,YKL025C
230,YJL076W
230,YLR270W
230,YOR173W
230,YPL110C
230,YPL245W
231,YBR218C
231,YGL062W
231,YGR054W
231,YJL092W
232,YFL016C
232,YFR019W
232,YNL135C
232,YPR166C
233,YER184C
233,YGR238C
233,YHR158C
233,YMR124W
234,YDR289C
234,YDR326C
234,YGL246C
234,YOR048C
235,YDL004W
235,YER111C
235,YER166W
235,YPL160W
236,YBR023C
236,YDR034C
236,YHR077C
236,YML052W
237,YDL108W
237,YDR311W
237,YDR460W
237,YER171W
237,YGR098C
237,YLR005W
237,YPR025C
237,YPR056W
238,YGL063W
238,YLL050C
238,YLR039C
238,YNL138W
239,YGR200C
239,YHR187W
239,YKL110C
239,YLR384C
239,YPL086C
239,YPL101W
240,YBL084C
240,YDR118W
240,YFR036W
240,YGL240W
240,YHR166C
240,YIR025W
240,YKL022C
240,YLR127C
240,YNL172W
240,YOR249C
241,YGL242C
241,YKL129C
241,YMR109W
242,YDR081C
242,YKL104C
242,YMR213W
242,YPR101W
243,YHR124W
243,YNL272C
243,YNL287W
243,YPR117W
244,YCR002C
244,YDL225W
244,YDR168W
244,YHR107C
244,YJR076C
245,YBR249C
245,YHR155W
245,YKL056C
245,YKL081W
245,YPL048W
246,YDR419W
246,YDR422C
246,YDR477W
246,YER027C
246,YER129W
246,YGL115W
246,YGL208W
247,YER062C
247,YGL090W
247,YIL045W
247,YKL069W
248,YDR141C
248,YNL297C
249,YIL098C
249,YJL180C
249,YKL192C
249,YNL315C
250,YEL050C
250,YKR085C
250,YMR193W
250,YNR022C
251,YCL057W
251,YGR012W
251,YJR036C
251,YNL307C
252,YFR002W
252,YGL172W
252,YGR119C
252,YJL041W
252,YJL061W
253,YER125W
253,YHR131C
253,YMR275C
253,YOR322C
254,YHR012W
254,YJL053W
254,YJL154C
254,YKL195W
254,YOR069W
254,YOR132W
254,YPL070W
255,YBR187W
255,YDR412W
255,YPR112C
256,YDR120C
256,YHR169W
256,YLR309C
257,YLR064W
257,YMR123W
258,YEL001C
258,YEL017W
258,YGR126W
258,YNL293W
259,YLR034C
259,YOL010W
259,YPL217C
260,YBR054W
260,YDL013W
260,YER116C
260,YOR058C
261,YAL017W
261,YDL100C
261,YNL247W
261,YOR196C
262,YDL130W
262,YDR091C
262,YJL005W
262,YJR067C
262,YNL260C
263,YBR254C
263,YDR407C
263,YKR068C
264,YDL047W
264,YGR161C
264,YJL098W
264,YPL012W
265,YDR326C
265,YGL161C
265,YJL095W
265,YOR048C
266,YDR137W
266,YIL047C
266,YLR039C
266,YNL044W
267,YBR196C
267,YJL062W-A
267,YOR133W
268,YEL060C
268,YNL015W
268,YNL019C
268,YOR168W
269,YBL097W
269,YDR325W
269,YFR031C
269,YHL002W
269,YLR086W
269,YLR272C
269,YNR006W
270,YCR086W
270,YDR409W
270,YGR126W
270,YLL029W
270,YLR303W
271,YIL062C
271,YNL073W
271,YPR093C
272,YEL039C
272,YLR021W
272,YMR131C
272,YPL144W
273,YDR017C
273,YHR102W
273,YMR196W
273,YOR353C
274,YDR424C
274,YDR488C
274,YIL115C
274,YJL041W
274,YJL061W
274,YKR082W
275,YBR119W
275,YDL087C
275,YDR235W
275,YDR240C
275,YGL238W
275,YGR013W
275,YHR086W
275,YIL061C
275,YKL012W
275,YLR298C
275,YML046W
276,YBR028C
276,YIL144W
276,YMR117C
276,YNL054W
276,YOL069W
277,YAR071W
277,YBR093C
277,YCR038C
277,YFR055W
278,YAR014C
278,YER149C
278,YER155C
278,YLL021W
279,YBR066C
279,YCR082W
279,YKR015C
279,YOR023C
280,YER086W
280,YLR355C
281,YGR215W
281,YKL155C
281,YMR188C
281,YNR036C
281,YNR037C
282,YBL037W
282,YDL238C
282,YHR047C
282,YKR026C
283,YBR212W
283,YIR037W
283,YNL135C
283,YPR166C
284,YDR357C
284,YEL005C
284,YGL079W
284,YKL061W
284,YLR408C
284,YNL086W
285,YDL085W
285,YHR204W
285,YKL093W
285,YLR371W
286,YEL003W
286,YGR078C
286,YJL179W
286,YLR200W
286,YML094W
286,YNL153C
287,YDR023W
287,YKR071C
287,YMR277W
287,YOL117W
288,YDL003W
288,YFL008W
288,YIL026C
288,YJL074C
288,YPL155C
289,YCR066W
289,YGL058W
289,YML101C
289,YMR100W
290,YBL105C
290,YIL143C
290,YMR113W
290,YMR219W
291,YDL074C
291,YOR365C
291,YPL055C
292,YDR523C
292,YGL062W
292,YHR198C
292,YLL005C
293,YBR001C
293,YDR001C
293,YDR171W
293,YJR148W
294,YER151C
294,YFR030W
294,YJL123C
294,YMR173W
294,YOL109W
295,YBR101C
295,YBR115C
295,YGL099W
296,YBR017C
296,YGL122C
296,YMR255W
296,YOR046C
297,YCL064C
297,YGR245C
297,YJL008C
297,YJL159W
298,YBL035C
298,YIR008C
298,YNL102W
299,YDR409W
299,YEL001C
299,YGR126W
299,YJR084W
300,YIL020C
300,YJL080C
300,YKL040C
300,YLL027W
301,YCL032W
301,YGL113W
301,YHL024W
301,YHR077C
302,YCR002C
302,YDR101C
302,YDR168W
302,YDR463W
302,YJR076C
303,YER095W
303,YML032C
304,YDR092W
304,YGL087C
304,YMR140W
304,YMR323W
305,YAL016W
305,YDL134C
305,YDL188C
305,YGL190C
305,YML109W
305,YMR273C
305,YOR162C
305,YPL152W
306,YAL047C
306,YHR172W
306,YLR212C
306,YNL224C
307,YGL134W
307,YGR033C
307,YLR218C
308,YIL161W
308,YNL023C
308,YNL135C
308,YPR166C
309,YLR221C
309,YOL144W
310,YBR175W
310,YDR314C
310,YHR029C
310,YLL023C
310,YPL138C
311,YBL037W
311,YJL084C
311,YJR005W
311,YJR058C
311,YOL062C
312,YBR088C
312,YDL102W
312,YJR006W
312,YJR043C
313,YKL010C
313,YLR304C
313,YMR010W
313,YOR233W
314,YDR212W
314,YEL051W
314,YGR198W
314,YNR052C
315,YJL070C
315,YLR380W
315,YMR131C
315,YPL207W
316,YGR130C
316,YGR177C
316,YMR031C
316,YMR086W
317,YAL047C
317,YIL020C
317,YJL080C
317,YLR179C
318,YLL002W
318,YMR020W
318,YNL067W
318,YNL246W
319,YAL033W
319,YBR167C
319,YBR257W
319,YDR478W
319,YHR062C
319,YIR015W
319,YNL221C
319,YNL282W
320,YER070W
320,YGR180C
320,YJL026W
320,YPL191C
321,YCL029C
321,YDR466W
321,YER139C
321,YMR134W
322,YDR538W
322,YGR097W
322,YLR436C
322,YMR304W
323,YDL122W
323,YDR291W
323,YER013W
323,YNL085W
324,YHL009W-B
324,YKL112W
324,YLR082C
325,YDR295C
325,YKL134C
325,YNL021W
325,YPR179C
326,YBL038W
326,YGR093W
326,YJL200C
326,YKR006C
326,YML025C
327,YDR006C
327,YFL007W
327,YGR285C
327,YLR336C
328,YER136W
328,YOR089C
328,YOR370C
329,YDR058C
329,YML106W
329,YMR271C
329,YPR052C
330,YCR073W-A
330,YLR028C
330,YLR257W
330,YMR120C
330,YNR034W
331,YHR074W
331,YJL130C
331,YJR109C
331,YLR216C
332,YBR103W
332,YCR033W
332,YIL112W
332,YKR029C
332,YOL068C
333,YIL108W
333,YLR131C
333,YNL068C
333,YNL254C
334,YDR502C
334,YHL014C
334,YKR059W
334,YOR287C
335,YBL007C
335,YBR136W
335,YHR114W
335,YLR337C
335,YOR181W
336,YGL133W
336,YJL065C
336,YNL230C
336,YOR304W
337,YGL009C
337,YGR171C
337,YPL028W
338,YDR246W
338,YDR407C
