dataset,candidate_id,source,protein_id,candidate_score,core_protein,rank_within_candidate
krogan,34,mcl,YJL035C,0.0,,0
krogan,34,mcl,YIL061C,0.0,,0
krogan,34,mcl,YDR240C,0.0,,0
krogan,34,mcl,YFL017W-A,0.0,,0
krogan,34,mcl,YER029C,0.0,,0
krogan,34,mcl,YKL173W,0.0,,0
krogan,34,mcl,YGL238W,0.0,,0
krogan,34,mcl,YBL074C,0.0,,0
krogan,34,mcl,YKL012W,0.0,,0
krogan,34,mcl,YDL087C,0.0,,0
krogan,34,mcl,YPR057W,0.0,,0
krogan,34,mcl,YML046W,0.0,,0
krogan,34,mcl,YPR182W,0.0,,0
krogan,34,mcl,YLR275W,0.0,,0
krogan,34,mcl,YDR235W,0.0,,0
krogan,34,mcl,YGR013W,0.0,,0
krogan,34,mcl,YLR298C,0.0,,0
krogan,35,mcl,YBR028C,0.0,,0
krogan,35,mcl,YDL199C,0.0,,0
krogan,35,mcl,YOL069W,0.0,,0
krogan,35,mcl,YIL144W,0.0,,0
krogan,35,mcl,YMR117C,0.0,,0
krogan,35,mcl,YNL054W,0.0,,0
krogan,35,mcl,YER018C,0.0,,0
krogan,35,mcl,YDL073W,0.0,,0
krogan,36,mcl,YKL059C,0.0,,0
krogan,36,mcl,YDR301W,0.0,,0
krogan,36,mcl,YKL018W,0.0,,0
krogan,36,mcl,YPR107C,0.0,,0
krogan,36,mcl,YBL010C,0.0,,0
krogan,36,mcl,YGR156W,0.0,,0
krogan,36,mcl,YLR115W,0.0,,0
krogan,36,mcl,YJR093C,0.0,,0
krogan,36,mcl,YLR277C,0.0,,0
krogan,36,mcl,YKR002W,0.0,,0
krogan,36,mcl,YNL317W,0.0,,0
krogan,36,mcl,YNL222W,0.0,,0
krogan,36,mcl,YDR195W,0.0,,0
krogan,36,mcl,YAL031C,0.0,,0
krogan,36,mcl,YOR179C,0.0,,0
krogan,37,mcl,YLR303W,0.0,,0
krogan,37,mcl,YDR409W,0.0,,0
krogan,38,mcl,YAL051W,0.0,,0
krogan,38,mcl,YPR169W,0.0,,0
krogan,39,mcl,YDR412W,0.0,,0
krogan,39,mcl,YBR187W,0.0,,0
krogan,39,mcl,YPR112C,0.0,,0
krogan,40,mcl,YIL036W,0.0,,0
krogan,40,mcl,YNL094W,0.0,,0
krogan,41,mcl,YJL010C,0.0,,0
krogan,41,mcl,YLR197W,0.0,,0
krogan,41,mcl,YIL159W,0.0,,0
krogan,41,mcl,YJL162C,0.0,,0
krogan,42,mcl,YAL059W,0.0,,0
krogan,42,mcl,YMR124W,0.0,,0
krogan,43,mcl,YAL060W,0.0,,0
krogan,43,mcl,YAL061W,0.0,,0
krogan,44,mcl,YPL178W,0.0,,0
krogan,44,mcl,YMR125W,0.0,,0
krogan,44,mcl,YGR202C,0.0,,0
krogan,44,mcl,YAR002W,0.0,,0
krogan,44,mcl,YJR041C,0.0,,0
krogan,44,mcl,YPL020C,0.0,,0
krogan,44,mcl,YML060W,0.0,,0
krogan,44,mcl,YLR335W,0.0,,0
krogan,44,mcl,YLR347C,0.0,,0
krogan,44,mcl,YPL153C,0.0,,0
krogan,44,mcl,YKL214C,0.0,,0
krogan,44,mcl,YNL189W,0.0,,0
krogan,44,mcl,YOR098C,0.0,,0
krogan,45,mcl,YAR003W,0.0,,0
krogan,45,mcl,YDR469W,0.0,,0
krogan,45,mcl,YLR246W,0.0,,0
krogan,45,mcl,YBR175W,0.0,,0
krogan,45,mcl,YPL138C,0.0,,0
krogan,45,mcl,YBR258C,0.0,,0
krogan,45,mcl,YHR029C,0.0,,0
krogan,45,mcl,YLL023C,0.0,,0
krogan,45,mcl,YHR119W,0.0,,0
krogan,45,mcl,YLR015W,0.0,,0
krogan,46,mcl,YOR151C,0.0,,0
krogan,46,mcl,YPR187W,0.0,,0
krogan,46,mcl,YOR210W,0.0,,0
krogan,46,mcl,YBL082C,0.0,,0
krogan,46,mcl,YBL059W,0.0,,0
krogan,46,mcl,YJR017C,0.0,,0
krogan,46,mcl,YBR259W,0.0,,0
krogan,46,mcl,YDR404C,0.0,,0
krogan,46,mcl,YBR154C,0.0,,0
krogan,46,mcl,YPL129W,0.0,,0
krogan,46,mcl,YIL021W,0.0,,0
krogan,46,mcl,YDL115C,0.0,,0
krogan,46,mcl,YPL225W,0.0,,0
krogan,46,mcl,YJL140W,0.0,,0
krogan,46,mcl,YNR003C,0.0,,0
krogan,46,mcl,YPR133C,0.0,,0
krogan,46,mcl,YGL070C,0.0,,0
krogan,46,mcl,YOR224C,0.0,,0
krogan,46,mcl,YGR186W,0.0,,0
krogan,46,mcl,YDL140C,0.0,,0
krogan,46,mcl,YGR005C,0.0,,0
krogan,46,mcl,YGR140W,0.0,,0
krogan,46,mcl,YOL005C,0.0,,0
krogan,46,mcl,YGL043W,0.0,,0
krogan,46,mcl,YGR063C,0.0,,0
krogan,47,mcl,YAR071W,0.0,,0
krogan,47,mcl,YCR038C,0.0,,0
krogan,47,mcl,YAL062W,0.0,,0
krogan,47,mcl,YFR055W,0.0,,0
krogan,47,mcl,YBR093C,0.0,,0
krogan,48,mcl,YDR480W,0.0,,0
krogan,48,mcl,YHR111W,0.0,,0
krogan,48,mcl,YDL103C,0.0,,0
krogan,48,mcl,YOR097C,0.0,,0
krogan,48,mcl,YGL245W,0.0,,0
krogan,48,mcl,YPL074W,0.0,,0
krogan,49,mcl,YGL244W,0.0,,0
krogan,49,mcl,YOL054W,0.0,,0
krogan,49,mcl,YGL207W,0.0,,0
krogan,49,mcl,YHR035W,0.0,,0
krogan,49,mcl,YOL145C,0.0,,0
krogan,49,mcl,YMR041C,0.0,,0
krogan,49,mcl,YOR123C,0.0,,0
krogan,50,mcl,YOL070C,0.0,,0
krogan,50,mcl,YMR110C,0.0,,0
krogan,50,mcl,YIR008C,0.0,,0
krogan,50,mcl,YBR267W,0.0,,0
krogan,50,mcl,YKR048C,0.0,,0
krogan,50,mcl,YGL241W,0.0,,0
krogan,50,mcl,YDR507C,0.0,,0
krogan,50,mcl,YOL012C,0.0,,0
krogan,50,mcl,YCL024W,0.0,,0
krogan,50,mcl,YNL078W,0.0,,0
krogan,50,mcl,YOR230W,0.0,,0
krogan,50,mcl,YMR139W,0.0,,0
krogan,51,mcl,YDR173C,0.0,,0
krogan,51,mcl,YBL046W,0.0,,0
krogan,51,mcl,YNL201C,0.0,,0
krogan,51,mcl,YDR075W,0.0,,0
krogan,51,mcl,YML010W,0.0,,0
krogan,51,mcl,YIL153W,0.0,,0
krogan,52,mcl,YBR010W,0.0,,0
krogan,52,mcl,YNL167C,0.0,,0
krogan,53,mcl,YGL113W,0.0,,0
krogan,53,mcl,YHL024W,0.0,,0
krogan,54,mcl,YKR001C,0.0,,0
krogan,54,mcl,YKL080W,0.0,,0
krogan,54,mcl,YNL111C,0.0,,0
krogan,54,mcl,YFL038C,0.0,,0
krogan,54,mcl,YIL148W,0.0,,0
krogan,54,mcl,YIL038C,0.0,,0
krogan,55,mcl,YIL173W,0.0,,0
krogan,55,mcl,YBR281C,0.0,,0
krogan,56,mcl,YLR336C,0.0,,0
krogan,56,mcl,YBR245C,0.0,,0
krogan,56,mcl,YFR013W,0.0,,0
krogan,56,mcl,YOR304W,0.0,,0
krogan,56,mcl,YLR095C,0.0,,0
krogan,56,mcl,YMR044W,0.0,,0
krogan,57,mcl,YBL008W,0.0,,0
krogan,57,mcl,YBR215W,0.0,,0
krogan,57,mcl,YJR140C,0.0,,0
krogan,57,mcl,YOR038C,0.0,,0
krogan,57,mcl,YLR403W,0.0,,0
krogan,57,mcl,YIL121W,0.0,,0
krogan,57,mcl,YJL115W,0.0,,0
krogan,58,mcl,YNL246W,0.0,,0
krogan,58,mcl,YMR020W,0.0,,0
krogan,58,mcl,YLL002W,0.0,,0
krogan,58,mcl,YBL016W,0.0,,0
krogan,59,mcl,YBR072W,0.0,,0
krogan,59,mcl,YPL226W,0.0,,0
krogan,59,mcl,YNL313C,0.0,,0
krogan,60,mcl,YJR148W,0.0,,0
krogan,60,mcl,YDR171W,0.0,,0
krogan,61,mcl,YOR358W,0.0,,0
krogan,61,mcl,YGL237C,0.0,,0
krogan,61,mcl,YBL021C,0.0,,0
krogan,61,mcl,YGL045W,0.0,,0
krogan,62,mcl,YJL063C,0.0,,0
krogan,62,mcl,YGL129C,0.0,,0
krogan,62,mcl,YJR101W,0.0,,0
krogan,62,mcl,YDR337W,0.0,,0
krogan,62,mcl,YKL155C,0.0,,0
krogan,62,mcl,YNR037C,0.0,,0
krogan,62,mcl,YKL003C,0.0,,0
krogan,62,mcl,YGR165W,0.0,,0
krogan,62,mcl,YGR215W,0.0,,0
krogan,62,mcl,YPL013C,0.0,,0
krogan,62,mcl,YDR175C,0.0,,0
krogan,62,mcl,YKL151C,0.0,,0
krogan,62,mcl,YDR041W,0.0,,0
krogan,62,mcl,YDR494W,0.0,,0
krogan,62,mcl,YPL118W,0.0,,0
krogan,62,mcl,YHR059W,0.0,,0
krogan,62,mcl,YMR188C,0.0,,0
krogan,62,mcl,YDR124W,0.0,,0
krogan,62,mcl,YIL070C,0.0,,0
krogan,62,mcl,YDR347W,0.0,,0
krogan,62,mcl,YNL081C,0.0,,0
krogan,62,mcl,YBR251W,0.0,,0
krogan,62,mcl,YNR036C,0.0,,0
krogan,62,mcl,YNL306W,0.0,,0
krogan,62,mcl,YJR113C,0.0,,0
krogan,62,mcl,YBR146W,0.0,,0
krogan,62,mcl,YBL090W,0.0,,0
krogan,62,mcl,YHL004W,0.0,,0
krogan,62,mcl,YOR158W,0.0,,0
krogan,62,mcl,YJR060W,0.0,,0
krogan,62,mcl,YOL143C,0.0,,0
krogan,62,mcl,YDL045W-A,0.0,,0
krogan,62,mcl,YNL137C,0.0,,0
krogan,62,mcl,YIL093C,0.0,,0
krogan,62,mcl,YER050C,0.0,,0
krogan,63,mcl,YJR022W,0.0,,0
krogan,63,mcl,YDR378C,0.0,,0
krogan,63,mcl,YGL173C,0.0,,0
krogan,63,mcl,YMR268C,0.0,,0
krogan,63,mcl,YCR077C,0.0,,0
krogan,63,mcl,YBL026W,0.0,,0
krogan,63,mcl,YJL124C,0.0,,0
krogan,63,mcl,YNL147W,0.0,,0
krogan,63,mcl,YER112W,0.0,,0
krogan,63,mcl,YER146W,0.0,,0
krogan,63,mcl,YLR438C-A,0.0,,0
krogan,64,mcl,YDR270W,0.0,,0
krogan,64,mcl,YGR264C,0.0,,0
krogan,64,mcl,YIR033W,0.0,,0
krogan,64,mcl,YLR247C,0.0,,0
krogan,64,mcl,YGL105W,0.0,,0
krogan,64,mcl,YBR128C,0.0,,0
krogan,64,mcl,YOR197W,0.0,,0
krogan,64,mcl,YOR017W,0.0,,0
krogan,64,mcl,YNR013C,0.0,,0
krogan,64,mcl,YBR296C,0.0,,0
krogan,64,mcl,YKL050C,0.0,,0
krogan,64,mcl,YLR138W,0.0,,0
krogan,64,mcl,YNL119W,0.0,,0
krogan,64,mcl,YMR280C,0.0,,0
krogan,65,mcl,YDR415C,0.0,,0
krogan,65,mcl,YHR082C,0.0,,0
krogan,65,mcl,YAL012W,0.0,,0
krogan,65,mcl,YBL035C,0.0,,0
krogan,65,mcl,YOR184W,0.0,,0
krogan,65,mcl,YKL210W,0.0,,0
krogan,65,mcl,YLR084C,0.0,,0
krogan,65,mcl,YBR169C,0.0,,0
krogan,66,mcl,YOR299W,0.0,,0
krogan,66,mcl,YNL102W,0.0,,0
krogan,66,mcl,YJR009C,0.0,,0
krogan,66,mcl,YPL003W,0.0,,0
krogan,66,mcl,YLR027C,0.0,,0
krogan,67,mcl,YBL036C,0.0,,0
krogan,67,mcl,YGR185C,0.0,,0
krogan,67,mcl,YNR043W,0.0,,0
krogan,67,mcl,YMR158W,0.0,,0
krogan,68,mcl,YBL037W,0.0,,0
krogan,68,mcl,YNL265C,0.0,,0
krogan,69,mcl,YOL062C,0.0,,0
krogan,69,mcl,YJR005W,0.0,,0
krogan,69,mcl,YJR058C,0.0,,0
krogan,69,mcl,YJL084C,0.0,,0
krogan,70,mcl,YKR006C,0.0,,0
krogan,70,mcl,YLR399C,0.0,,0
krogan,70,mcl,YBL038W,0.0,,0
krogan,70,mcl,YGR093W,0.0,,0
krogan,70,mcl,YJL200C,0.0,,0
krogan,71,mcl,YBL039C,0.0,,0
krogan,71,mcl,YGR124W,0.0,,0
krogan,71,mcl,YGL022W,0.0,,0
krogan,72,mcl,YGR253C,0.0,,0
krogan,72,mcl,YGL201C,0.0,,0
krogan,72,mcl,YGR135W,0.0,,0
krogan,72,mcl,YER132C,0.0,,0
krogan,72,mcl,YDR179W-A,0.0,,0
krogan,72,mcl,YJR143C,0.0,,0
krogan,72,mcl,YOR362C,0.0,,0
krogan,72,mcl,YKR095W,0.0,,0
krogan,72,mcl,YCR076C,0.0,,0
krogan,72,mcl,YPR103W,0.0,,0
krogan,72,mcl,YEL061C,0.0,,0
krogan,72,mcl,YOL038W,0.0,,0
krogan,72,mcl,YDR011W,0.0,,0
krogan,72,mcl,YFR050C,0.0,,0
krogan,72,mcl,YER094C,0.0,,0
krogan,72,mcl,YBL041W,0.0,,0
krogan,72,mcl,YOR157C,0.0,,0
krogan,72,mcl,YFL017C,0.0,,0
krogan,72,mcl,YML092C,0.0,,0
krogan,72,mcl,YJL001W,0.0,,0
krogan,72,mcl,YMR314W,0.0,,0
krogan,73,mcl,YGL011C,0.0,,0
krogan,73,mcl,YIR030C,0.0,,0
krogan,73,mcl,YKR070W,0.0,,0
krogan,73,mcl,YBL020W,0.0,,0
krogan,73,mcl,YIL099W,0.0,,0
krogan,73,mcl,YLR211C,0.0,,0
krogan,74,mcl,YPR191W,0.0,,0
krogan,74,mcl,YHR073W,0.0,,0
krogan,74,mcl,YBL045C,0.0,,0
krogan,75,mcl,YDR293C,0.0,,0
krogan,75,mcl,YER033C,0.0,,0
krogan,76,mcl,YBL047C,0.0,,0
krogan,76,mcl,YCR030C,0.0,,0
krogan,77,mcl,YOR340C,0.0,,0
krogan,77,mcl,YIR024C,0.0,,0
krogan,77,mcl,YPR110C,0.0,,0
