candidate_id,size,topology_cohesion,weighted_internal_density,conductance,black_hole_core_strength,semantic_coherence,non_generic_go_coherence,evidence_richness,annotation_uncertainty,size_prior_score,overlap_plausibility_score,candidate_score
595,21,0.5502726281357546,0.8285714285714286,0.33587786259477886,0.5639726467069623,0.8653917331816249,1.0,1.0,0.0,0.9977802450856064,1.0,0.6311600165788757
831,5,0.800000000008,1.0,0.199999999992,0.4077443071759913,0.9481311460174491,1.0,1.0,0.0,0.6065306597126334,1.0,0.6306089315268155
687,6,0.7317073170797144,1.0,0.2682926829202856,0.44396462736397313,0.9742723389397477,1.0,1.0,0.0,0.6469051754643523,1.0,0.63056794592701
799,5,0.740740740750343,1.0,0.25925925924965704,0.41596528636616115,0.990431081606413,1.0,1.0,0.0,0.6065306597126334,1.0,0.6264190297746699
611,12,0.5327090648997815,0.9696969696969697,0.4506437768221003,0.5174776033837379,0.9653713785424399,1.0,1.0,0.0,0.8674284731834108,1.0,0.6226758997051611
635,10,0.6190247801784401,0.9777777777777777,0.3669064748175043,0.48039282689549717,0.9168016251513824,1.0,1.0,0.0,0.8007374029168081,1.0,0.6193571565508471
807,3,0.75000000003125,1.0,0.24999999996875,0.413568199410424,0.9894674705496174,1.0,1.0,0.0,0.5261219640934565,1.0,0.6182740103085845
851,4,0.7058823529584775,1.0,0.2941176470415225,0.4034647796818267,0.9694361067484575,1.0,1.0,0.0,0.5661541495171976,1.0,0.6082508317599251
743,4,0.6666666666851853,1.0,0.3333333333148148,0.4292505092570159,0.9831107303199742,1.0,1.0,0.0,0.5661541495171976,1.0,0.6059526724589522
303,3,1.0,1.0,0.0,0.0,0.9575273484979364,1.0,1.0,0.0,0.5261219640934565,1.0,0.6054895584208434
95,25,0.4609090909092588,0.52,0.11363636363604081,0.5184363611783943,0.8871487438463588,1.0,1.0,0.0,0.9459594689067654,1.0,0.6023673643379525
699,3,0.6666666667037038,1.0,0.3333333332962963,0.44256444997761485,0.9425300481132975,1.0,1.0,0.0,0.5261219640934565,1.0,0.5958413785230654
205,3,1.0,1.0,0.0,0.0,0.9036931691695737,1.0,1.0,0.0,0.5261219640934565,1.0,0.5957994061417381
815,5,0.6896551724244946,1.0,0.31034482757550536,0.4117567310004667,0.885709095242764,1.0,1.0,0.0,0.6065306597126334,1.0,0.5956989638926723
751,5,0.5882352941297577,1.0,0.4117647058702423,0.4272598278636712,0.992024505038667,1.0,1.0,0.0,0.6065306597126334,1.0,0.5948488289605735
755,6,0.5882352941257208,1.0,0.41176470587427916,0.42660881721569166,0.953114997474497,1.0,1.0,0.0,0.6469051754643523,1.0,0.5925924078911441
90,6,0.6205128205171597,0.7333333333333333,0.1538461538402367,0.4077443071759913,0.9276715509298362,1.0,1.0,0.0,0.6469051754643523,1.0,0.5922839668132667
655,5,0.5405405405529583,1.0,0.4594594594470417,0.4656794341779384,0.9996598268664132,1.0,1.0,0.0,0.6065306597126334,1.0,0.5914932820498119
159,7,0.595238095241402,0.7142857142857143,0.16666666666203706,0.41596528636616115,0.9173100774153949,1.0,1.0,0.0,0.6869075574573879,1.0,0.5908918947376903
142,11,0.4773892773906162,0.5818181818181818,0.17948717948487836,0.443384490938227,0.932128143996223,1.0,1.0,0.0,0.835270211411272,1.0,0.5895488059553423
0,6,0.5333333333407407,0.8,0.3333333333240741,0.4272598278636712,0.9927901345650957,1.0,1.0,0.0,0.6469051754643523,1.0,0.5877531527919532
871,7,0.5510204081687317,0.8571428571428571,0.35714285713647964,0.3988942898511675,0.9606446353115856,1.0,1.0,0.0,0.6869075574573879,1.0,0.5864035745257681
659,7,0.48837209302920503,1.0,0.511627906970795,0.4589278109557141,0.9827550075519452,1.0,1.0,0.0,0.6869075574573879,1.0,0.585605840364019
767,4,0.5714285714489795,1.0,0.42857142855102043,0.424492361395341,0.9851661784994854,1.0,1.0,0.0,0.5661541495171976,1.0,0.5846565500000478
683,14,0.4567055980680881,0.6923076923076923,0.34031413612387273,0.4461880555098939,0.8763963003825175,1.0,0.9857142857142858,0.014285714285714278,0.9231163463866358,1.0,0.5845001641081414
867,3,0.60000000004,1.0,0.39999999996,0.3999394474521686,0.9933500929567369,1.0,1.0,0.0,0.5261219640934565,1.0,0.5839285695500527
907,3,0.60000000004,1.0,0.39999999996,0.39549268428344697,0.9969972195143878,1.0,1.0,0.0,0.5261219640934565,1.0,0.5839180378551216
36,15,0.4375073486193452,0.580952380952381,0.24691358024538942,0.48039282689549717,0.8422900703246943,1.0,1.0,0.0,0.9459594689067654,1.0,0.5834378896578373
835,4,0.60000000002,1.0,0.39999999998,0.4061872545507432,0.9587021949352549,1.0,1.0,0.0,0.5661541495171976,1.0,0.583432981217421
695,6,0.4930817610145959,0.9333333333333333,0.47169811319864724,0.443384490938227,0.9933085805544075,1.0,1.0,0.0,0.6469051754643523,1.0,0.5814098266194608
623,10,0.5188271604965513,0.9111111111111111,0.43055555555256564,0.4900591217417497,0.8604312528993111,1.0,0.92,0.07999999999999999,0.8007374029168081,1.0,0.5806169574423967
735,8,0.480158730162974,0.7857142857142857,0.38888888888348766,0.43100868697509176,0.962081782771737,1.0,1.0,0.0,0.7261490370736909,1.0,0.5805988290298736
1247,17,0.37034589116632605,0.6029411764705882,0.3857677902607275,0.5364182640650509,0.8364835472337987,1.0,1.0,0.0,0.9801986733067553,1.0,0.5801297149652438
8,21,0.3894217687079119,0.5095238095238095,0.23571428571344388,0.4900591217417497,0.8628282880599294,1.0,0.9523809523809524,0.0476190476190476,0.9977802450856064,1.0,0.5794624738761583
1055,22,0.3899112470544039,0.4675324675324675,0.166023166022525,0.5591587321142911,0.7871047871337279,1.0,0.990909090909091,0.009090909090909087,0.9911505004882849,1.0,0.5793621150026869
795,9,0.47863247863576597,0.7777777777777778,0.3846153846111581,0.41749852444057245,0.941683674002084,1.0,1.0,0.0,0.7642281651714904,1.0,0.5791343651069083
703,5,0.5128205128330046,1.0,0.48717948716699544,0.442051716759583,0.9791566370841569,1.0,1.0,0.0,0.6065306597126334,1.0,0.5781601441778627
663,8,0.44708994709440525,0.9285714285714286,0.5185185185137174,0.45363254081741694,0.9663128879349351,1.0,1.0,0.0,0.7261490370736909,1.0,0.577478873760513
350,3,0.8571428571632653,1.0,0.1428571428367347,0.0,0.9761905121678837,1.0,1.0,0.0,0.5261219640934565,1.0,0.5774203564573522
619,14,0.35480214852548725,0.6593406593406593,0.46188340806967765,0.4998883520781583,0.9087614179000078,1.0,1.0,0.0,0.9231163463866358,1.0,0.5773907422757286
707,5,0.49090909092148755,0.9,0.4545454545316805,0.4407577666020239,0.9996458935429015,1.0,1.0,0.0,0.6065306597126334,1.0,0.5768336049962691
771,4,0.5454545454752067,1.0,0.4545454545247934,0.42442240190481884,0.9723466070068559,1.0,1.0,0.0,0.5661541495171976,1.0,0.5766242474935661
811,4,0.5454545454752067,1.0,0.4545454545247934,0.4120977737442655,0.9752925287810086,1.0,1.0,0.0,0.5661541495171976,1.0,0.5753058191888306
783,3,0.5454545454958677,1.0,0.45454545450413225,0.41987294068283265,0.9941674417754891,1.0,1.0,0.0,0.5261219640934565,1.0,0.5750657163223186
63,11,0.4234604105593416,0.6909090909090909,0.38709677419042665,0.4465708200233273,0.9043333034677055,1.0,1.0,0.0,0.835270211411272,1.0,0.5731593333200938
97,6,0.5333333333386666,0.6666666666666666,0.199999999992,0.4292505092570159,0.9016637759889813,1.0,1.0,0.0,0.6469051754643523,1.0,0.5716490104567981
208,3,0.5454545454958677,1.0,0.45454545450413225,0.3978608900124795,0.9927543706636835,1.0,1.0,0.0,0.5261219640934565,1.0,0.5715095559216407
883,3,0.5454545454958677,1.0,0.45454545450413225,0.3978608900124795,0.9927543706636835,1.0,1.0,0.0,0.5261219640934565,1.0,0.5715095559216407
739,12,0.35186688311876196,0.7727272727272727,0.5446428571404257,0.43073521727499986,0.9633938633292364,1.0,1.0,0.0,0.8674284731834108,1.0,0.5695233090586495
413,19,0.3406743809884205,0.4327485380116959,0.21276595744567678,0.4998883520781583,0.8317115488684146,1.0,1.0,0.0,0.9977802450856064,1.0,0.5693733248357636
93,10,0.4217864923760434,0.4888888888888889,0.13725490195809306,0.44396462736397313,0.9082488324341348,1.0,1.0,0.0,0.8007374029168081,1.0,0.5689610006154867
747,12,0.3882669055101787,0.7727272727272727,0.497536945810357,0.42865401723996,0.9147999201176461,1.0,1.0,0.0,0.8674284731834108,1.0,0.5684722242014189
271,9,0.409297052156613,0.5277777777777778,0.22448979591378593,0.4656794341779384,0.925333917786923,1.0,1.0,0.0,0.7642281651714904,1.0,0.5681647516233707
315,9,0.531165311656124,0.7777777777777778,0.3170731707278406,0.41749852444057245,0.8624648739736386,1.0,0.9111111111111111,0.08888888888888889,0.7642281651714904,1.0,0.5675433154773781
647,11,0.4256437204436773,0.8181818181818182,0.47976878612439444,0.4718660812845038,0.8785275688782413,1.0,0.9454545454545454,0.05454545454545454,0.835270211411272,1.0,0.5673343730031751
1380,25,0.35346516007562107,0.45666666666666667,0.22598870056433337,0.5184363611783943,0.8238252130389969,1.0,1.0,0.0,0.9459594689067654,1.0,0.5673314640092271
643,7,0.40962621608366506,0.9523809523809523,0.5698924731121516,0.47729860998362406,0.9601497009670227,1.0,1.0,0.0,0.6869075574573879,1.0,0.5669684121049006
791,8,0.44200848656740593,0.8928571428571429,0.5049504950445054,0.4180209465138874,0.9323279984435447,1.0,1.0,0.0,0.7261490370736909,1.0,0.5649019331905933
803,3,0.5000000000416667,1.0,0.49999999995833333,0.4135872487654147,0.9957583620186666,1.0,1.0,0.0,0.5261219640934565,1.0,0.5644092281785537
200,5,0.51200000001152,0.8,0.3599999999856,0.4060634373105988,0.9310288874487321,1.0,1.0,0.0,0.6065306597126334,1.0,0.563918394505412
190,4,0.48484848486501375,0.6666666666666666,0.2727272727024793,0.3999394474521686,0.9936234687700944,1.0,1.0,0.0,0.5661541495171976,1.0,0.563448306108809
823,7,0.430059523815453,0.8095238095238095,0.46874999999267575,0.40992096063590383,0.9693521358324855,1.0,1.0,0.0,0.6869075574573879,1.0,0.5630135306795192
77,12,0.33201581027857024,0.6363636363636364,0.47826086956224684,0.5174776033837379,0.8773304211238236,1.0,1.0,0.0,0.8674284731834108,1.0,0.5626760113531437
387,8,0.412087912091082,0.5357142857142857,0.23076923076331363,0.3963363403240885,0.972156786977098,1.0,1.0,0.0,0.7261490370736909,1.0,0.5622358978133719
101,5,0.4900000000104999,0.7,0.299999999985,0.4034647796818267,0.9380375773995306,1.0,1.0,0.0,0.6065306597126334,1.0,0.5599501600520155
704,14,0.3298665620104967,0.45054945054945056,0.26785714285475126,0.442051716759583,0.8890796016487158,1.0,1.0,0.0,0.9231163463866358,1.0,0.5596866910194118
706,14,0.3298665620104967,0.45054945054945056,0.26785714285475126,0.442051716759583,0.8890796016487158,1.0,1.0,0.0,0.9231163463866358,1.0,0.5596866910194118
981,17,0.29652941176560804,0.5220588235294118,0.43199999999827204,0.5174776033837379,0.8248749187285528,1.0,1.0,0.0,0.9801986733067553,1.0,0.5589594372639446
627,10,0.32727272727517354,1.0,0.6727272727248265,0.489759731125538,0.9297466309105669,1.0,1.0,0.0,0.8007374029168081,1.0,0.5589068415832879
899,3,0.5000000000416667,1.0,0.49999999995833333,0.3963363403240885,0.9787692860860576,1.0,1.0,0.0,0.5261219640934565,1.0,0.5587635582444851
719,22,0.24476137359625347,0.4155844155844156,0.4110429447840152,0.4363684681493923,0.9459827872865024,1.0,1.0,0.0,0.9911505004882849,1.0,0.5585177341837492
78,11,0.32659303313730453,0.5636363636363636,0.4205607476596209,0.47977062096604395,0.9124253584351877,1.0,1.0,0.0,0.835270211411272,1.0,0.5582850503228
138,14,0.31736263736363957,0.4175824175824176,0.2399999999976,0.442051716759583,0.8931148318693353,1.0,1.0,0.0,0.9231163463866358,1.0,0.5576621690368148
29,10,0.3567901234573731,0.37777777777777777,0.05555555555401235,0.3956566629944763,0.9565717045989697,1.0,1.0,0.0,0.8007374029168081,1.0,0.556113721787625
671,17,0.2564370944116371,0.5147058823529411,0.5017793594288193,0.44702891244807985,0.9159500691031197,1.0,1.0,0.0,0.9801986733067553,1.0,0.5559653508731444
723,10,0.39952465835092343,0.9111111111111111,0.561497326200206,0.4348356617915,0.8779187123292823,1.0,0.98,0.01999999999999999,0.8007374029168081,1.0,0.555234630675216
34,21,0.26243809523862643,0.3952380952380952,0.33599999999865604,0.4589278109557141,0.8687356376970861,1.0,1.0,0.0,0.9977802450856064,1.0,0.5526815967916032
415,7,0.3527336860715919,0.47619047619047616,0.25925925924965704,0.424492361395341,0.986655888289378,1.0,1.0,0.0,0.6869075574573879,1.0,0.551302231932026
902,7,0.3809523809576719,0.5714285714285714,0.3333333333240741,0.3963363403240885,0.9724477205912871,1.0,1.0,0.0,0.6869075574573879,1.0,0.5507294714606193
900,7,0.3809523809576719,0.5714285714285714,0.3333333333240741,0.3963363403240885,0.9724477205912871,1.0,1.0,0.0,0.6869075574573879,1.0,0.5507294714606193
467,5,0.41666666667361113,0.5,0.16666666665277777,0.39549268428344697,0.979858344506909,1.0,1.0,0.0,0.6065306597126334,1.0,0.5501487504874711
432,3,0.75000000003125,1.0,0.24999999996875,0.0,0.953009996693185,1.0,1.0,0.0,0.5261219640934565,1.0,0.5496764351028631
759,8,0.3546798029599966,0.8571428571428571,0.5862068965466706,0.4252051727721019,0.9471035186272367,1.0,1.0,0.0,0.7261490370736909,1.0,0.54942685036876
660,21,0.2644688644694426,0.4523809523809524,0.4153846153833373,0.4589278109557141,0.8572923941671239,1.0,0.9809523809523809,0.01904761904761905,0.9977802450856064,1.0,0.5491638202822277
662,21,0.2644688644694426,0.4523809523809524,0.4153846153833373,0.4589278109557141,0.8572923941671239,1.0,0.9809523809523809,0.01904761904761905,0.9977802450856064,1.0,0.5491638202822277
827,4,0.41379310346848985,1.0,0.5862068965315101,0.409610276838818,0.9822086368395614,1.0,1.0,0.0,0.5661541495171976,1.0,0.5472120768620753
727,4,0.41379310346848985,1.0,0.5862068965315101,0.43435226625264944,0.9606487042717158,1.0,1.0,0.0,0.5661541495171976,1.0,0.5470425874119378
779,10,0.33600930773971843,0.8444444444444444,0.602094240834544,0.4199698567989047,0.9095209379588309,1.0,1.0,0.0,0.8007374029168081,1.0,0.5467197834051802
690,13,0.29206730769315276,0.34615384615384615,0.1562499999975586,0.44396462736397313,0.8779586471545097,1.0,1.0,0.0,0.8968300597468688,1.0,0.5465016654545256
688,13,0.29206730769315276,0.34615384615384615,0.1562499999975586,0.44396462736397313,0.8779586471545097,1.0,1.0,0.0,0.8968300597468688,1.0,0.5465016654545256
121,9,0.4186046511646836,0.5,0.16279069767063278,0.4117567310004667,0.8377362449465533,1.0,1.0,0.0,0.7642281651714904,1.0,0.5463564368172589
639,10,0.29575012801072104,0.8444444444444444,0.6497695852504619,0.47977062096604395,0.9006843492818316,1.0,1.0,0.0,0.8007374029168081,1.0,0.5452422925280118
715,5,0.34482758621819254,1.0,0.6551724137818075,0.43882291212748376,0.9920593328353762,1.0,1.0,0.0,0.6065306597126334,1.0,0.5430398648630086
675,9,0.3432203389864982,0.75,0.5423728813513358,0.4465708200233273,0.8798374447910591,1.0,1.0,0.0,0.7642281651714904,1.0,0.5425722174634982
731,5,0.34482758621819254,1.0,0.6551724137818075,0.43268597860509994,0.9945510540618525,1.0,1.0,0.0,0.6065306597126334,1.0,0.5425678346554168
691,11,0.33450927182493007,0.7818181818181819,0.5721393034797406,0.4434017377676325,0.845504076409982,1.0,1.0,0.0,0.835270211411272,1.0,0.5425254595897788
241,5,0.4666666666777778,0.7,0.3333333333174603,0.4061872545507432,0.9056817448635079,1.0,0.92,0.08,0.6065306597126334,1.0,0.54140114809267
800,8,0.4128571428610285,0.6071428571428571,0.3199999999936,0.41596528636616115,0.8388796727024598,1.0,1.0,0.0,0.7261490370736909,1.0,0.5413595899196362
802,8,0.4128571428610285,0.6071428571428571,0.3199999999936,0.41596528636616115,0.8388796727024598,1.0,1.0,0.0,0.7261490370736909,1.0,0.5413595899196362
912,4,0.48484848486501375,0.6666666666666666,0.2727272727024793,0.3952136512861504,0.8696154132727159,1.0,1.0,0.0,0.5661541495171976,1.0,0.5404179866943782
914,4,0.48484848486501375,0.6666666666666666,0.2727272727024793,0.3952136512861504,0.8696154132727159,1.0,1.0,0.0,0.5661541495171976,1.0,0.5404179866943782
61,4,0.48484848486501375,0.6666666666666666,0.2727272727024793,0.3952136512861504,0.8696154132727159,1.0,1.0,0.0,0.5661541495171976,1.0,0.5404179866943782
72,21,0.2558105107332415,0.34285714285714286,0.25388601036137887,0.5591587321142911,0.7413328361533712,1.0,0.9428571428571428,0.05714285714285713,0.9977802450856064,1.0,0.5376113763820507
887,12,0.3078588078606961,0.6515151515151515,0.5274725274696292,0.3978256251853976,0.8663968485557779,1.0,1.0,0.0,0.8674284731834108,1.0,0.5374456310292121
161,6,0.3921568627531718,0.6666666666666666,0.4117647058702423,0.409610276838818,0.8947817296220618,1.0,1.0,0.0,0.6469051754643523,1.0,0.536405383719214
819,9,0.40333333333675553,0.9166666666666666,0.5599999999962667,0.4102500468357416,0.7975360947165361,1.0,1.0,0.0,0.7642281651714904,1.0,0.5355347172290028
464,3,0.6666666666666666,0.6666666666666666,0.0,0.0,0.9746094790347586,1.0,1.0,0.0,0.5261219640934565,1.0,0.535231008584138
186,3,0.6666666666666666,0.6666666666666666,0.0,0.0,0.9702995262511759,1.0,1.0,0.0,0.5261219640934565,1.0,0.5344552170830932
863,15,0.22372034956420575,0.5333333333333333,0.5805243445671142,0.4016123525003205,0.8947720835911187,1.0,1.0,0.0,0.9459594689067654,1.0,0.5340344410943865
45,10,0.3792114695361775,0.5111111111111111,0.25806451612486997,0.42660881721569166,0.7911692858733298,1.0,0.98,0.01999999999999999,0.8007374029168081,1.0,0.5339168056875291
102,9,0.3888888888923611,0.7777777777777778,0.4999999999955357,0.4102500468357416,0.8055896798522673,1.0,1.0,0.0,0.7642281651714904,1.0,0.5338065847756677
775,7,0.2938775510257726,0.8571428571428571,0.6571428571365986,0.42330439344330595,0.9619613924029294,1.0,1.0,0.0,0.6869075574573879,1.0,0.5337306777695797
903,3,0.37500000003906253,1.0,0.6249999999609375,0.3956566629944763,0.9884118869247507,1.0,1.0,0.0,0.5261219640934565,1.0,0.5328972747954351
389,3,0.6666666666666666,0.6666666666666666,0.0,0.0,0.959779195821353,1.0,1.0,0.0,0.5261219640934565,1.0,0.532561557605725
875,3,0.37500000003906253,1.0,0.6249999999609375,0.39833212513385646,0.9830114174315673,1.0,1.0,0.0,0.5261219640934565,1.0,0.5323265096075691
839,4,0.39682539684618295,0.8333333333333334,0.5238095237845805,0.4060634373105988,0.9189471616697209,1.0,1.0,0.0,0.5661541495171976,1.0,0.5315600899453636
679,7,0.32558139535406516,1.0,0.6744186046459348,0.44628001643796666,0.886077777739496,1.0,1.0,0.0,0.6869075574573879,1.0,0.5304928163315852
711,6,0.2678571428636799,1.0,0.7321428571363201,0.44009939398776327,0.9831463804883503,1.0,1.0,0.0,0.6469051754643523,1.0,0.5295384500717994
123,10,0.3322033898327875,0.4666666666666667,0.28813559321545534,0.3988942898511675,0.8307601025910769,1.0,1.0,0.0,0.8007374029168081,1.0,0.5285441960572992
361,2,1.0,1.0,0.0,0.0,0.9999999989999999,1.0,1.0,0.0,0.4867522559599717,1.0,0.5284102705351966
326,2,1.0,1.0,0.0,0.0,0.9976342370369857,1.0,1.0,0.0,0.4867522559599717,1.0,0.5279844333818541
408,2,1.0,1.0,0.0,0.0,0.9971558014540962,1.0,1.0,0.0,0.4867522559599717,1.0,0.527898314976934
43,2,1.0,1.0,0.0,0.0,0.9947610800529679,1.0,1.0,0.0,0.4867522559599717,1.0,0.5274672651247309
393,2,1.0,1.0,0.0,0.0,0.9924357847994052,1.0,1.0,0.0,0.4867522559599717,1.0,0.5270487119790895
585,2,1.0,1.0,0.0,0.0,0.992408732144599,1.0,1.0,0.0,0.4867522559599717,1.0,0.5270438425012244
316,2,1.0,1.0,0.0,0.0,0.989845119175909,1.0,1.0,0.0,0.4867522559599717,1.0,0.5265823921668602
651,8,0.26732249786516565,0.8928571428571429,0.7005988023910145,0.4669613693266772,0.8872751046565899,1.0,1.0,0.0,0.7261490370736909,1.0,0.525702558216367
570,2,1.0,1.0,0.0,0.0,0.9847846889856335,1.0,1.0,0.0,0.4867522559599717,1.0,0.5256715147326106
328,2,1.0,1.0,0.0,0.0,0.9846799870836728,1.0,1.0,0.0,0.4867522559599717,1.0,0.5256526683902577
435,9,0.3629629629638272,0.3888888888888889,0.06666666666444444,0.42442240190481884,0.8161802599944622,1.0,0.9333333333333333,0.06666666666666667,0.7642281651714904,1.0,0.5254683720906802
500,2,1.0,1.0,0.0,0.0,0.9818470716646456,1.0,1.0,0.0,0.4867522559599717,1.0,0.5251427436148328
808,5,0.31250000001171874,0.5,0.3749999999765625,0.413568199410424,0.9504070466447907,1.0,1.0,0.0,0.6065306597126334,1.0,0.5246421774757201
222,5,0.31250000001171874,0.5,0.3749999999765625,0.413568199410424,0.9504070466447907,1.0,1.0,0.0,0.6065306597126334,1.0,0.5246421774757201
810,5,0.31250000001171874,0.5,0.3749999999765625,0.413568199410424,0.9504070466447907,1.0,1.0,0.0,0.6065306597126334,1.0,0.5246421774757201
206,30,0.256439437047293,0.2988505747126437,0.14191419141867356,0.5364182640650509,0.7823053459306746,1.0,1.0,0.0,0.8007374029168081,1.0,0.5237828663777004
211,8,0.39751552795409123,0.5714285714285714,0.3043478260803403,0.40992096063590383,0.8179180745723083,1.0,0.9,0.1,0.7261490370736909,1.0,0.5233046981171441
444,3,0.6666666666666666,0.6666666666666666,0.0,0.0,0.9010836472386003,1.0,1.0,0.0,0.5261219640934565,1.0,0.5219963588608295
402,2,1.0,1.0,0.0,0.0,0.9610560598251978,1.0,1.0,0.0,0.4867522559599717,1.0,0.5214003614837323
579,2,1.0,1.0,0.0,0.0,0.9601529102310025,1.0,1.0,0.0,0.4867522559599717,1.0,0.521237794556777
589,2,1.0,1.0,0.0,0.0,0.9600903114063527,1.0,1.0,0.0,0.4867522559599717,1.0,0.5212265267683401
332,2,1.0,1.0,0.0,0.0,0.9566474305274464,1.0,1.0,0.0,0.4867522559599717,1.0,0.5206068082101369
859,8,0.29087779690573484,0.9285714285714286,0.6867469879476702,0.4025056752568899,0.8796064920090088,1.0,1.0,0.0,0.7261490370736909,1.0,0.5198360196182596
437,7,0.5748299319743683,0.6190476190476191,0.07142857142602041,0.0,0.8874913098304713,1.0,1.0,0.0,0.6869075574573879,1.0,0.5186399276987325
1215,11,0.22564102564326102,0.4,0.43589743589184743,0.443384490938227,0.8403907009410534,1.0,1.0,0.0,0.835270211411272,1.0,0.5176514508209937
130,30,0.28308480894697,0.3103448275862069,0.0878378378375411,0.45363254081741694,0.7755947399377614,1.0,1.0,0.0,0.8007374029168081,1.0,0.5160190806297599
548,2,1.0,1.0,0.0,0.0,0.9851741952963322,1.0,0.9,0.09999999999999995,0.4867522559599717,1.0,0.5157416258685363
508,2,1.0,1.0,0.0,0.0,0.9283287044429244,1.0,1.0,0.0,0.4867522559599717,1.0,0.515509437514923
554,3,0.6666666666666666,0.6666666666666666,0.0,0.0,0.864757633606117,1.0,1.0,0.0,0.5261219640934565,1.0,0.5154576764069826
327,2,1.0,1.0,0.0,0.0,0.9273935671170928,1.0,1.0,0.0,0.4867522559599717,1.0,0.5153411127962733
1362,14,0.22983552395454174,0.43956043956043955,0.4771241830034175,0.3978256251853976,0.7958670516918458,1.0,1.0,0.0,0.9231163463866358,1.0,0.5142676899187374
575,2,1.0,1.0,0.0,0.0,0.9203320144554828,1.0,1.0,0.0,0.4867522559599717,1.0,0.5140700333171835
1239,22,0.16233766233820346,0.3246753246753247,0.49999999999833333,0.44702891244807985,0.798118746988402,1.0,0.9727272727272728,0.02727272727272727,0.9911505004882849,1.0,0.5126407843708506
91,7,0.30099941211621345,0.7619047619047619,0.6049382715974698,0.4252051727721019,0.8816357321651676,1.0,0.9142857142857143,0.08571428571428572,0.6869075574573879,1.0,0.5125525566945704
804,9,0.24074074074382715,0.3611111111111111,0.3333333333247864,0.424492361395341,0.8520185223124153,1.0,1.0,0.0,0.7642281651714904,1.0,0.5117075310097567
806,9,0.24074074074382715,0.3611111111111111,0.3333333333247864,0.424492361395341,0.8520185223124153,1.0,1.0,0.0,0.7642281651714904,1.0,0.5117075310097567
588,2,1.0,1.0,0.0,0.0,0.8944498859447453,1.0,1.0,0.0,0.4867522559599717,1.0,0.5094112501852508
696,18,0.1708061002186331,0.27450980392156865,0.37777777777497945,0.443384490938227,0.782174278011195,1.0,0.9555555555555556,0.04444444444444443,0.9911505004882849,1.0,0.5093700013449981
698,18,0.1708061002186331,0.27450980392156865,0.37777777777497945,0.443384490938227,0.782174278011195,1.0,0.9555555555555556,0.04444444444444443,0.9911505004882849,1.0,0.5093700013449981
349,3,0.6666666666666666,0.6666666666666666,0.0,0.0,0.829592089192753,1.0,1.0,0.0,0.5261219640934565,1.0,0.509127878412577
906,11,0.16594110115464106,0.32727272727272727,0.49295774647193014,0.3956566629944763,0.9049616039621241,1.0,1.0,0.0,0.835270211411272,1.0,0.5089810557857274
904,11,0.16594110115464106,0.32727272727272727,0.49295774647193014,0.3956566629944763,0.9049616039621241,1.0,1.0,0.0,0.835270211411272,1.0,0.5089810557857274
