dataset,candidate_id,source,protein_id,candidate_score,core_protein,rank_within_candidate
gavin,9,mcl,YAL032C,0.0,,0
gavin,9,mcl,YOR319W,0.0,,0
gavin,9,mcl,YJR022W,0.0,,0
gavin,9,mcl,YPL151C,0.0,,0
gavin,9,mcl,YDL043C,0.0,,0
gavin,9,mcl,YGR278W,0.0,,0
gavin,9,mcl,YHR086W,0.0,,0
gavin,9,mcl,YBL104C,0.0,,0
gavin,9,mcl,YDL098C,0.0,,0
gavin,9,mcl,YBR119W,0.0,,0
gavin,9,mcl,YDR240C,0.0,,0
gavin,9,mcl,YDR235W,0.0,,0
gavin,9,mcl,YBR055C,0.0,,0
gavin,9,mcl,YBL026W,0.0,,0
gavin,9,mcl,YGR091W,0.0,,0
gavin,9,mcl,YER112W,0.0,,0
gavin,9,mcl,YGR075C,0.0,,0
gavin,9,mcl,YDR364C,0.0,,0
gavin,10,mcl,YIL129C,0.0,,0
gavin,10,mcl,YML081W,0.0,,0
gavin,10,mcl,YGL091C,0.0,,0
gavin,11,mcl,YDR460W,0.0,,0
gavin,11,mcl,YDL075W,0.0,,0
gavin,11,mcl,YOR234C,0.0,,0
gavin,11,mcl,YDL083C,0.0,,0
gavin,11,mcl,YLR270W,0.0,,0
gavin,11,mcl,YGR034W,0.0,,0
gavin,11,mcl,YPR025C,0.0,,0
gavin,11,mcl,YDL136W,0.0,,0
gavin,11,mcl,YDR450W,0.0,,0
gavin,11,mcl,YDR382W,0.0,,0
gavin,11,mcl,YOR173W,0.0,,0
gavin,11,mcl,YMR143W,0.0,,0
gavin,12,mcl,YPR086W,0.0,,0
gavin,12,mcl,YBR086C,0.0,,0
gavin,13,mcl,YKL045W,0.0,,0
gavin,13,mcl,YBR181C,0.0,,0
gavin,13,mcl,YDR292C,0.0,,0
gavin,13,mcl,YBL035C,0.0,,0
gavin,13,mcl,YIR008C,0.0,,0
gavin,13,mcl,YKL154W,0.0,,0
gavin,13,mcl,YNL102W,0.0,,0
gavin,14,mcl,YGR280C,0.0,,0
gavin,14,mcl,YGL120C,0.0,,0
gavin,15,mcl,YLL021W,0.0,,0
gavin,15,mcl,YNL224C,0.0,,0
gavin,15,mcl,YLR347C,0.0,,0
gavin,15,mcl,YDR257C,0.0,,0
gavin,15,mcl,YOR098C,0.0,,0
gavin,15,mcl,YAR002W,0.0,,0
gavin,15,mcl,YPL020C,0.0,,0
gavin,15,mcl,YNL189W,0.0,,0
gavin,16,mcl,YMR230W,0.0,,0
gavin,16,mcl,YHL015W,0.0,,0
gavin,16,mcl,YAL036C,0.0,,0
gavin,17,mcl,YOR108W,0.0,,0
gavin,17,mcl,YJR041C,0.0,,0
gavin,17,mcl,YOL058W,0.0,,0
gavin,17,mcl,YOL144W,0.0,,0
gavin,17,mcl,YLR221C,0.0,,0
gavin,17,mcl,YKL014C,0.0,,0
gavin,17,mcl,YNL104C,0.0,,0
gavin,18,mcl,YLR075W,0.0,,0
gavin,18,mcl,YGR281W,0.0,,0
gavin,19,mcl,YER006W,0.0,,0
gavin,19,mcl,YLR029C,0.0,,0
gavin,19,mcl,YOL127W,0.0,,0
gavin,19,mcl,YGR245C,0.0,,0
gavin,19,mcl,YKL009W,0.0,,0
gavin,19,mcl,YNL182C,0.0,,0
gavin,19,mcl,YLR406C,0.0,,0
gavin,19,mcl,YPL143W,0.0,,0
gavin,19,mcl,YOR272W,0.0,,0
gavin,19,mcl,YFL002C,0.0,,0
gavin,19,mcl,YPL211W,0.0,,0
gavin,19,mcl,YNL002C,0.0,,0
gavin,19,mcl,YKL172W,0.0,,0
gavin,19,mcl,YCL054W,0.0,,0
gavin,19,mcl,YLR106C,0.0,,0
gavin,19,mcl,YHR052W,0.0,,0
gavin,19,mcl,YGR103W,0.0,,0
gavin,19,mcl,YLR002C,0.0,,0
gavin,19,mcl,YGL111W,0.0,,0
gavin,19,mcl,YCR072C,0.0,,0
gavin,19,mcl,YDR496C,0.0,,0
gavin,19,mcl,YOR206W,0.0,,0
gavin,19,mcl,YFR001W,0.0,,0
gavin,19,mcl,YKR081C,0.0,,0
gavin,19,mcl,YGR085C,0.0,,0
gavin,19,mcl,YPL043W,0.0,,0
gavin,19,mcl,YDR101C,0.0,,0
gavin,19,mcl,YPL093W,0.0,,0
gavin,19,mcl,YPR016C,0.0,,0
gavin,19,mcl,YOR063W,0.0,,0
gavin,19,mcl,YLR074C,0.0,,0
gavin,19,mcl,YNL061W,0.0,,0
gavin,19,mcl,YGL103W,0.0,,0
gavin,19,mcl,YGL029W,0.0,,0
gavin,19,mcl,YHR197W,0.0,,0
gavin,19,mcl,YBR142W,0.0,,0
gavin,19,mcl,YPR102C,0.0,,0
gavin,19,mcl,YLL008W,0.0,,0
gavin,19,mcl,YKL021C,0.0,,0
gavin,19,mcl,YDR060W,0.0,,0
gavin,19,mcl,YOL077C,0.0,,0
gavin,19,mcl,YLR276C,0.0,,0
gavin,19,mcl,YLL034C,0.0,,0
gavin,19,mcl,YER126C,0.0,,0
gavin,19,mcl,YGL076C,0.0,,0
gavin,19,mcl,YDR087C,0.0,,0
gavin,19,mcl,YMR290C,0.0,,0
gavin,19,mcl,YNL110C,0.0,,0
gavin,19,mcl,YHR085W,0.0,,0
gavin,19,mcl,YNL175C,0.0,,0
gavin,19,mcl,YHR088W,0.0,,0
gavin,19,mcl,YMR049C,0.0,,0
gavin,19,mcl,YDL031W,0.0,,0
gavin,19,mcl,YMR229C,0.0,,0
gavin,19,mcl,YLR196W,0.0,,0
gavin,19,mcl,YPL131W,0.0,,0
gavin,19,mcl,YLR449W,0.0,,0
gavin,19,mcl,YNR053C,0.0,,0
gavin,19,mcl,YBR153W,0.0,,0
gavin,19,mcl,YIL133C,0.0,,0
gavin,20,mcl,YML026C,0.0,,0
gavin,20,mcl,YBR101C,0.0,,0
gavin,21,mcl,YPR043W,0.0,,0
gavin,21,mcl,YOR294W,0.0,,0
gavin,22,mcl,YPR181C,0.0,,0
gavin,22,mcl,YPL085W,0.0,,0
gavin,22,mcl,YDL195W,0.0,,0
gavin,22,mcl,YIL109C,0.0,,0
gavin,22,mcl,YHR098C,0.0,,0
gavin,22,mcl,YGR116W,0.0,,0
gavin,22,mcl,YNL049C,0.0,,0
gavin,23,mcl,YBR189W,0.0,,0
gavin,23,mcl,YGL031C,0.0,,0
gavin,23,mcl,YGR214W,0.0,,0
gavin,24,mcl,YOR276W,0.0,,0
gavin,24,mcl,YOL139C,0.0,,0
gavin,24,mcl,YKL204W,0.0,,0
gavin,25,mcl,YJR145C,0.0,,0
gavin,25,mcl,YGR081C,0.0,,0
gavin,25,mcl,YDL060W,0.0,,0
gavin,25,mcl,YDR447C,0.0,,0
gavin,25,mcl,YOR056C,0.0,,0
gavin,25,mcl,YBR048W,0.0,,0
gavin,25,mcl,YIL069C,0.0,,0
gavin,26,mcl,YJR002W,0.0,,0
gavin,26,mcl,YHR196W,0.0,,0
gavin,26,mcl,YDR324C,0.0,,0
gavin,26,mcl,YJL109C,0.0,,0
gavin,26,mcl,YGL171W,0.0,,0
gavin,26,mcl,YNL132W,0.0,,0
gavin,26,mcl,YLR197W,0.0,,0
gavin,26,mcl,YDR449C,0.0,,0
gavin,26,mcl,YNL255C,0.0,,0
gavin,26,mcl,YOL010W,0.0,,0
gavin,26,mcl,YNL308C,0.0,,0
gavin,26,mcl,YBR247C,0.0,,0
gavin,26,mcl,YER082C,0.0,,0
gavin,26,mcl,YDR299W,0.0,,0
gavin,26,mcl,YPL217C,0.0,,0
gavin,26,mcl,YLR222C,0.0,,0
gavin,26,mcl,YLR186W,0.0,,0
gavin,26,mcl,YER074W,0.0,,0
gavin,26,mcl,YPR137W,0.0,,0
gavin,26,mcl,YLR409C,0.0,,0
gavin,26,mcl,YBL004W,0.0,,0
gavin,26,mcl,YPR144C,0.0,,0
gavin,26,mcl,YPL126W,0.0,,0
gavin,26,mcl,YJL069C,0.0,,0
gavin,26,mcl,YLR003C,0.0,,0
gavin,26,mcl,YLR129W,0.0,,0
gavin,26,mcl,YKR060W,0.0,,0
gavin,26,mcl,YLL011W,0.0,,0
gavin,26,mcl,YCR057C,0.0,,0
gavin,26,mcl,YOR310C,0.0,,0
gavin,26,mcl,YNL075W,0.0,,0
gavin,26,mcl,YGR128C,0.0,,0
gavin,26,mcl,YGR145W,0.0,,0
gavin,26,mcl,YOR078W,0.0,,0
gavin,26,mcl,YGR090W,0.0,,0
gavin,26,mcl,YMR093W,0.0,,0
gavin,26,mcl,YHR148W,0.0,,0
gavin,26,mcl,YDL014W,0.0,,0
gavin,26,mcl,YCL059C,0.0,,0
gavin,26,mcl,YBL072C,0.0,,0
gavin,26,mcl,YDL148C,0.0,,0
gavin,27,mcl,YGL213C,0.0,,0
gavin,27,mcl,YPR189W,0.0,,0
gavin,28,mcl,YKR057W,0.0,,0
gavin,28,mcl,YPL266W,0.0,,0
gavin,28,mcl,YPL204W,0.0,,0
gavin,28,mcl,YDR283C,0.0,,0
gavin,28,mcl,YOR145C,0.0,,0
gavin,28,mcl,YNL207W,0.0,,0
gavin,28,mcl,YGR054W,0.0,,0
gavin,28,mcl,YKL143W,0.0,,0
gavin,29,mcl,YPL243W,0.0,,0
gavin,29,mcl,YOR374W,0.0,,0
gavin,29,mcl,YER155C,0.0,,0
gavin,29,mcl,YDL092W,0.0,,0
gavin,29,mcl,YPL210C,0.0,,0
gavin,29,mcl,YPR088C,0.0,,0
gavin,29,mcl,YML105C,0.0,,0
gavin,29,mcl,YDL051W,0.0,,0
gavin,29,mcl,YKL122C,0.0,,0
gavin,29,mcl,YLR452C,0.0,,0
gavin,30,mcl,YLR175W,0.0,,0
gavin,30,mcl,YCL037C,0.0,,0
gavin,30,mcl,YGL049C,0.0,,0
gavin,30,mcl,YHL034C,0.0,,0
gavin,30,mcl,YGR162W,0.0,,0
gavin,31,mcl,YNL139C,0.0,,0
gavin,31,mcl,YJR121W,0.0,,0
gavin,31,mcl,YHR167W,0.0,,0
gavin,31,mcl,YCL011C,0.0,,0
gavin,31,mcl,YDR138W,0.0,,0
gavin,31,mcl,YNL004W,0.0,,0
gavin,31,mcl,YDL084W,0.0,,0
gavin,31,mcl,YML062C,0.0,,0
gavin,31,mcl,YNL253W,0.0,,0
gavin,32,mcl,YLR359W,0.0,,0
gavin,32,mcl,YDR137W,0.0,,0
gavin,32,mcl,YMR309C,0.0,,0
gavin,32,mcl,YDL149W,0.0,,0
gavin,32,mcl,YLR039C,0.0,,0
gavin,32,mcl,YMR146C,0.0,,0
gavin,32,mcl,YJL190C,0.0,,0
gavin,32,mcl,YLR192C,0.0,,0
gavin,32,mcl,YPL081W,0.0,,0
gavin,32,mcl,YBR079C,0.0,,0
gavin,32,mcl,YOR096W,0.0,,0
gavin,32,mcl,YPR041W,0.0,,0
gavin,32,mcl,YOR361C,0.0,,0
gavin,32,mcl,YLR264W,0.0,,0
gavin,32,mcl,YNL096C,0.0,,0
gavin,32,mcl,YBL024W,0.0,,0
gavin,32,mcl,YDR429C,0.0,,0
gavin,32,mcl,YER102W,0.0,,0
gavin,32,mcl,YDR091C,0.0,,0
gavin,32,mcl,YNL244C,0.0,,0
gavin,33,mcl,YJL065C,0.0,,0
gavin,33,mcl,YOL006C,0.0,,0
gavin,33,mcl,YNL262W,0.0,,0
gavin,33,mcl,YGL133W,0.0,,0
gavin,33,mcl,YBL002W,0.0,,0
gavin,33,mcl,YPR175W,0.0,,0
gavin,33,mcl,YOR304W,0.0,,0
gavin,33,mcl,YBR278W,0.0,,0
gavin,33,mcl,YDR121W,0.0,,0
gavin,34,mcl,YNL177C,0.0,,0
gavin,34,mcl,YMR193W,0.0,,0
gavin,34,mcl,YGR220C,0.0,,0
gavin,34,mcl,YJL063C,0.0,,0
gavin,34,mcl,YDR296W,0.0,,0
gavin,34,mcl,YLR189C,0.0,,0
gavin,34,mcl,YOR150W,0.0,,0
gavin,34,mcl,YCR046C,0.0,,0
gavin,34,mcl,YCR071C,0.0,,0
gavin,34,mcl,YBR122C,0.0,,0
gavin,34,mcl,YML009C,0.0,,0
gavin,34,mcl,YLR312W,0.0,,0
gavin,34,mcl,YDR237W,0.0,,0
gavin,34,mcl,YMR024W,0.0,,0
gavin,34,mcl,YIL104C,0.0,,0
gavin,34,mcl,YPL183W,0.0,,0
gavin,34,mcl,YBR282W,0.0,,0
gavin,34,mcl,YDR405W,0.0,,0
gavin,34,mcl,YKL167C,0.0,,0
gavin,34,mcl,YNL185C,0.0,,0
gavin,34,mcl,YBL038W,0.0,,0
gavin,34,mcl,YHR147C,0.0,,0
gavin,34,mcl,YNL284C,0.0,,0
gavin,34,mcl,YMR064W,0.0,,0
gavin,34,mcl,YNL005C,0.0,,0
gavin,34,mcl,YDR164C,0.0,,0
gavin,34,mcl,YML025C,0.0,,0
gavin,34,mcl,YOR201C,0.0,,0
gavin,34,mcl,YNL252C,0.0,,0
gavin,34,mcl,YDR322W,0.0,,0
gavin,34,mcl,YKR006C,0.0,,0
gavin,34,mcl,YMR225C,0.0,,0
gavin,34,mcl,YCL014W,0.0,,0
gavin,34,mcl,YGL043W,0.0,,0
gavin,34,mcl,YLR439W,0.0,,0
gavin,34,mcl,YKR085C,0.0,,0
gavin,34,mcl,YDR462W,0.0,,0
gavin,34,mcl,YPR100W,0.0,,0
gavin,34,mcl,YMR098C,0.0,,0
gavin,34,mcl,YDR116C,0.0,,0
gavin,35,mcl,YFR051C,0.0,,0
gavin,35,mcl,YDL145C,0.0,,0
gavin,35,mcl,YIL076W,0.0,,0
gavin,35,mcl,YPL010W,0.0,,0
gavin,35,mcl,YDR238C,0.0,,0
gavin,35,mcl,YKR067W,0.0,,0
gavin,35,mcl,YER122C,0.0,,0
gavin,35,mcl,YML067C,0.0,,0
gavin,35,mcl,YNL287W,0.0,,0
gavin,35,mcl,YGL137W,0.0,,0
gavin,36,mcl,YBR011C,0.0,,0
gavin,36,mcl,YLR371W,0.0,,0
gavin,36,mcl,YLR425W,0.0,,0
gavin,36,mcl,YPL066W,0.0,,0
gavin,36,mcl,YDL203C,0.0,,0
gavin,36,mcl,YIL018W,0.0,,0
gavin,36,mcl,YIL161W,0.0,,0
gavin,36,mcl,YNL023C,0.0,,0
gavin,37,mcl,YOL016C,0.0,,0
gavin,37,mcl,YNL243W,0.0,,0
gavin,37,mcl,YCR030C,0.0,,0
gavin,37,mcl,YBL047C,0.0,,0
gavin,37,mcl,YDR348C,0.0,,0
gavin,38,mcl,YJL005W,0.0,,0
gavin,38,mcl,YOL001W,0.0,,0
gavin,38,mcl,YNL138W,0.0,,0
gavin,38,mcl,YPL031C,0.0,,0
gavin,38,mcl,YIL050W,0.0,,0
gavin,38,mcl,YGR233C,0.0,,0
gavin,38,mcl,YPL219W,0.0,,0
gavin,39,mcl,YKL180W,0.0,,0
gavin,39,mcl,YBR267W,0.0,,0
gavin,39,mcl,YMR242C,0.0,,0
gavin,39,mcl,YHR170W,0.0,,0
gavin,39,mcl,YOR312C,0.0,,0
gavin,39,mcl,YLL045C,0.0,,0
gavin,39,mcl,YNL227C,0.0,,0
gavin,40,mcl,YLR139C,0.0,,0
gavin,40,mcl,YPL249C,0.0,,0
gavin,40,mcl,YDL044C,0.0,,0
gavin,40,mcl,YDR388W,0.0,,0
gavin,40,mcl,YCR009C,0.0,,0
gavin,40,mcl,YMR083W,0.0,,0
gavin,41,mcl,YER036C,0.0,,0
gavin,41,mcl,YHL033C,0.0,,0
gavin,41,mcl,YML073C,0.0,,0
gavin,42,mcl,YAL027W,0.0,,0
gavin,42,mcl,YDR174W,0.0,,0
gavin,42,mcl,YKL112W,0.0,,0
gavin,43,mcl,YBL103C,0.0,,0
gavin,43,mcl,YMR072W,0.0,,0
gavin,43,mcl,YOL067C,0.0,,0
gavin,44,mcl,YFR013W,0.0,,0
gavin,44,mcl,YIL031W,0.0,,0
gavin,45,mcl,YOR303W,0.0,,0
gavin,45,mcl,YDL070W,0.0,,0
gavin,45,mcl,YFR006W,0.0,,0
gavin,45,mcl,YNL030W,0.0,,0
gavin,45,mcl,YBR009C,0.0,,0
gavin,45,mcl,YLR325C,0.0,,0
gavin,45,mcl,YEL056W,0.0,,0
gavin,45,mcl,YLL022C,0.0,,0
gavin,45,mcl,YPL001W,0.0,,0
gavin,45,mcl,YMR176W,0.0,,0
gavin,45,mcl,YBR272C,0.0,,0
gavin,45,mcl,YOL054W,0.0,,0
gavin,46,mcl,YDR295C,0.0,,0
gavin,46,mcl,YPR179C,0.0,,0
gavin,46,mcl,YJL173C,0.0,,0
gavin,46,mcl,YIR002C,0.0,,0
gavin,46,mcl,YPR065W,0.0,,0
gavin,46,mcl,YOL090W,0.0,,0
gavin,46,mcl,YBR114W,0.0,,0
gavin,46,mcl,YCR028C,0.0,,0
gavin,46,mcl,YAR007C,0.0,,0
gavin,46,mcl,YML032C,0.0,,0
gavin,46,mcl,YDL156W,0.0,,0
gavin,46,mcl,YOR323C,0.0,,0
gavin,46,mcl,YBR136W,0.0,,0
gavin,46,mcl,YCR092C,0.0,,0
gavin,46,mcl,YHR164C,0.0,,0
gavin,46,mcl,YDR097C,0.0,,0
gavin,46,mcl,YNL021W,0.0,,0
gavin,46,mcl,YNL312W,0.0,,0
gavin,46,mcl,YDR499W,0.0,,0
gavin,47,mcl,YDR397C,0.0,,0
gavin,47,mcl,YKR001C,0.0,,0
gavin,47,mcl,YDR081C,0.0,,0
gavin,47,mcl,YOL072W,0.0,,0
gavin,47,mcl,YPL082C,0.0,,0
gavin,48,mcl,YBL003C,0.0,,0
gavin,48,mcl,YDR224C,0.0,,0
gavin,48,mcl,YDR083W,0.0,,0
gavin,49,mcl,YFL013C,0.0,,0
gavin,49,mcl,YDL002C,0.0,,0
gavin,49,mcl,YPL235W,0.0,,0
gavin,49,mcl,YNL059C,0.0,,0
gavin,49,mcl,YGL150C,0.0,,0
gavin,49,mcl,YDR190C,0.0,,0
gavin,49,mcl,YER092W,0.0,,0
gavin,49,mcl,YMR185W,0.0,,0
gavin,49,mcl,YLR052W,0.0,,0
gavin,49,mcl,YPL053C,0.0,,0
gavin,49,mcl,YOR141C,0.0,,0
gavin,49,mcl,YDL192W,0.0,,0
gavin,50,mcl,YIL101C,0.0,,0
gavin,50,mcl,YLR103C,0.0,,0
gavin,50,mcl,YAL013W,0.0,,0
gavin,50,mcl,YNL330C,0.0,,0
gavin,50,mcl,YDR207C,0.0,,0
gavin,50,mcl,YMR263W,0.0,,0
gavin,50,mcl,YOL004W,0.0,,0
gavin,50,mcl,YKL072W,0.0,,0
gavin,50,mcl,YDL076C,0.0,,0
gavin,50,mcl,YPL139C,0.0,,0
gavin,50,mcl,YIL084C,0.0,,0
gavin,50,mcl,YCR084C,0.0,,0
gavin,50,mcl,YNL097C,0.0,,0
gavin,50,mcl,YPL181W,0.0,,0
gavin,50,mcl,YBR095C,0.0,,0
gavin,50,mcl,YMR075W,0.0,,0
gavin,51,mcl,YOR181W,0.0,,0
gavin,51,mcl,YIR006C,0.0,,0
gavin,51,mcl,YBL027W,0.0,,0
gavin,51,mcl,YHR114W,0.0,,0
gavin,51,mcl,YJL201W,0.0,,0
gavin,51,mcl,YBL007C,0.0,,0
gavin,51,mcl,YML001W,0.0,,0
gavin,51,mcl,YGR167W,0.0,,0
gavin,51,mcl,YNL084C,0.0,,0
gavin,51,mcl,YLR337C,0.0,,0
gavin,51,mcl,YFR024C,0.0,,0
